Cluster,m/z_ion_center,DT_center,Retention Time (sec)_center,Peak Intensity,Amplitude_mz,Amplitude_dt,Amplitude_rt,Sigma_rt
6466,1535.9576262415205,10.084968773010356,171.82095329051276,107.0,107.0,107.0,107.0,1.1434500000000156
6467,1535.995945583364,10.171843778733898,171.34600000001998,255.0,255.0,251.86067989416367,255.0,0.0
6468,1536.9768798445432,10.165992395002847,173.37514386728438,139.0,139.0,144.63159678189402,139.0,1.2705000000000126
6469,779.5407946297773,10.893099848222501,171.34600000002,27.0,27.0,27.000000073037924,27.0,0.0
6470,1515.0222593082542,11.012751130091074,172.22829166017695,216.0,216.0,214.98893630869568,216.0,1.2705000000000126
6471,1513.9807484922053,11.1524226666665,171.34600000001998,14.0,14.0,14.0,14.0,0.0
6472,1537.058638500527,11.241222692343534,173.18947055851476,51.0,51.0,51.0,51.0,1.1434500000000156
6473,1537.0177589007235,11.31300030537001,173.46831250331996,176.0,176.0,191.13472628465476,176.0,1.0799250000000171
6474,1535.9444708837975,11.331234060219098,172.98983379675465,361.0,364.23764307760865,356.3735521008579,361.0,2.535999999990011
6475,780.4823952927808,11.571401566013765,171.34600000001998,51.0,51.0,51.00000003474046,51.0,0.0
6476,564.6448495184665,11.6910509236673,171.34600000001996,3.0,3.0,3.0000000022861095,3.0,0.0
6477,1535.9663904943795,12.105487041914433,171.64494118104355,442.0,442.0,482.0724529078072,442.0,1.0164000000000044
6478,1491.9903493748839,12.2297586666665,171.34600000001996,106.0,106.0,106.0,106.0,0.0
6479,564.5374864862067,12.489100001161294,171.34600000001998,144.0,144.0,144.00000029279775,144.0,0.0
6480,563.596432734189,12.60880028489189,171.34600000001998,21.0,21.0,21.000000017251196,21.0,0.0
6481,757.591136392815,13.9056146666665,171.34600000001998,6.0,6.0,6.0,6.0,0.0
6482,1535.9687018792374,13.898482982528838,172.99841625761346,221.0,221.0,221.0,221.0,2.535999999990011
6483,779.472866013671,14.094645264720494,171.34600000001996,507.0,507.0,495.3747994945241,507.0,0.0
6484,1536.949627442437,14.324578666667,171.34600000001998,36.0,36.0,36.0,36.0,0.0
6485,757.5050385358949,14.742087623296365,172.51625872405307,1635.0,1635.0,1787.7226886002643,1635.0,1.2705000000000126
6486,1536.9496274424368,15.082700003202241,171.34600000001998,270.0,270.0,270.0000005452985,270.0,0.0
6487,109.11110321721603,15.202399078371295,171.34600000002,108.0,108.0,108.00000004949315,108.0,0.0
6488,1536.0504337164477,15.854072098661138,171.34600000001998,29.0,29.0,29.83832386081602,29.0,0.0
6489,1536.949627442437,16.399399931796445,171.34600000001998,69.0,69.0,69.00000011795889,69.0,0.0
6490,757.466774408263,16.610666630474608,172.2538140027377,1156.0,1156.0,1165.133232228373,1156.0,1.2705000000000126
6491,1513.967224583029,16.758599879627646,171.34600000001998,249.0,249.0,249.0000002018555,249.0,0.0
6492,757.5815696905006,17.80603230847595,172.41921739607653,161.0,161.0,270.35844087752764,161.0,1.2705000000000126
6493,1535.995945583364,17.237400000013498,171.34600000001998,123.0,123.0,123.000000203938,123.0,0.0
6494,563.6294388753088,18.27797937463308,172.5676346129918,52.0,52.0,51.37779224265411,52.0,1.2705000000000126
6495,779.4631622093026,18.35460004634883,171.34600000001998,288.0,288.0,288.00000038937617,288.0,0.0
6496,779.501977936317,18.554099991663218,180.95985162789162,537.0,537.0,535.7112001553498,553.7875777570683,8.06387553648721
6497,1536.9360013319874,18.673799992947124,171.34600000001996,3.0,3.0,3.0000000023991538,3.0,0.0
6498,779.4534583917756,19.158361258322238,172.5056510303582,745.0,745.0,754.867905375285,745.0,1.2705000000000126
6499,757.4954724495545,18.9131176763482,173.18378926688092,1561.0,1561.0,1550.1347088668751,1561.0,1.2705000000000126
6500,758.5002450773443,19.012354781199733,173.43720606577847,757.0,757.0,944.349715824468,757.0,1.2705000000000126
6501,563.5551764387421,19.272300276275068,171.34600000002,282.0,282.0,282.0000001786732,282.0,0.0
6502,780.4921055130334,19.551653333333,172.28649998148438,154.0,154.0,154.0,154.0,1.1434500000000156
6503,757.5337373020233,19.87277368488473,171.71258077028187,811.0,811.0,842.9091209460936,811.0,1.0164000000000044
6504,779.4631622093026,19.808875698500426,173.5778936261685,1801.0,1801.0,1829.8655363006176,1845.0853902826193,1.3615856925480556
6505,757.543303629974,19.81192716875132,173.50318040611072,327.0,327.0,327.0,327.0,3.2992999999920016
6506,757.505038535895,20.84316204671836,173.41338023664113,484.0,484.0,10978.069516508216,727.2429801923298,2.2909436988114167
6507,564.5292282379111,20.071539324745547,171.34600000001998,239.0,239.0,239.0,239.0,0.0
6508,780.4726852065376,20.176494480698995,171.34600000001998,523.0,523.0,523.0,523.0,0.0
6509,757.4954724495547,20.482514789316273,172.79623162114615,2710.0,2710.0,2690.024430409781,2911.5005390789106,2.880033334292837
6510,757.5241709621286,20.608942159393035,171.9624789740952,643.0,643.0,709.8891581020277,643.0,1.0799250000000171
6511,779.4534583917756,20.70849199042912,172.2057368228431,266.0,266.0,266.0,266.0,1.1434500000000156
6512,563.5139216096366,21.165859630230447,175.5244870598401,1351.0,1351.0,1473.7255154211691,1351.0,2.535999999990011
6513,758.4906727091292,21.62235290740926,171.53197311794747,1339.0,1339.0,1315.852099862117,1339.0,1.0164000000000044
6514,1514.9835700671379,21.42344000576961,172.32787260960995,942.0,942.0,1477.5168099135608,942.0,1.2705000000000126
6515,1536.949627442437,22.723809333333502,171.34600000001998,10.0,10.0,10.0,10.0,0.0
6516,757.5624365394315,22.88330144913766,172.70191903126178,247.0,247.0,266.72456406789826,247.0,2.535999999990011
6517,1537.0131322583463,23.01282389213697,172.45694885631053,215.0,215.0,223.11204944074595,215.0,1.2705000000000126
6518,757.5337373020233,23.2225996225418,171.34600000001998,375.0,375.0,375.0000005534747,375.0,0.0
6519,779.5602033389248,23.32235,171.34600000001998,166.0,166.0,180.35002840645055,166.0,0.0
6520,121.09942607287162,23.6814413333335,171.34600000001998,332.0,332.0,332.0,332.0,0.0
6521,758.5098175783728,24.419599997484777,171.34600000001998,117.0,117.0,117.000000059306,117.0,0.0
6522,779.5602033389248,24.639809088471296,171.34600000001998,105.0,105.0,114.50958641263011,105.0,0.0
6523,1536.9884956895983,25.029208667440365,174.25543767057607,1224.0,1252.8263918605714,1212.5794408498234,1254.0684879813898,1.6160662527067184
6524,1535.9706164672273,26.133922293995177,172.69261289277676,868.0,868.0,820.3908323605452,868.0,1.2705000000000126
6525,1535.9414584167225,26.454600000079317,171.34600000001998,225.0,225.0,225.00000016987454,225.0,0.0
6526,1537.0444164034611,26.576952974515283,171.5905542225509,83.0,83.36182498614481,83.84403614440946,83.0,2.2828999999920114
6527,1536.9462209148248,26.380348153690477,173.25175000001997,64.0,64.0,64.30402457244601,64.0,1.2705000000000126
6528,758.5768264872117,27.10970206189711,172.9794999745861,420.0,420.0,425.49727675164274,420.0,1.2705000000000126
6529,757.6007030831819,28.2500984155243,171.34600000001996,3.0,3.0,3.000000003300314,3.0,0.0
6530,1536.0231895291006,29.247659601786918,171.34600000001998,81.0,81.0,81.00000003534781,81.0,0.0
6531,779.5796122896835,29.686599999992538,171.34600000001996,12.0,12.0,12.000000018905778,12.0,0.0
6532,1536.976879844543,29.981038820091552,172.10537932073055,783.0,783.0,790.4378035402481,783.0,1.2705000000000126
6533,779.5602033389248,30.305062666666498,171.34600000001998,28.0,28.0,28.0,28.0,0.0
6534,109.10384215733968,31.00404154041322,279.13861828636124,13966.0,13966.0,12137.29816989141,13966.0,58.98014999999096
6535,564.5127118785739,31.74696342123768,171.34600000001998,311.0,311.0,311.0,311.0,0.0
6536,564.5044537675358,31.821350000000002,171.34600000001998,643.0,643.0,707.8526517805763,643.0,0.0
6537,779.4922738771778,31.921066666666995,171.34600000001998,68.0,68.0,68.0,68.0,0.0
6538,779.501977936317,32.57914296309461,175.98883569072606,487.0,487.0,488.13096177309916,487.0,3.8064999999900095
6539,758.5289626892285,32.46586124922027,171.34600000001998,127.0,127.0,127.0,127.0,0.0
6540,1535.9906968169828,32.61224931472338,172.01137062781072,421.0,467.36960282699243,2480.583327168367,432.71173557226336,2.4426245863382485
6541,589.5251286441721,35.44422339848299,173.17009336002212,4116.0,4116.0,4174.421861198816,4685.010678448604,3.5739174402818876
6542,563.5139216096366,35.81457680454197,172.6829445661189,631.0,631.0,631.0,631.0,1.1434500000000156
6543,780.4823952927808,36.148453778135924,173.16472683321186,1241.0,1241.0,1241.0,1241.0,2.2823999999910143
6544,563.4891694720059,36.74601572621549,176.12490899748857,9639.0,9639.0,10321.20443428209,9639.0,1.901999999992512
6545,563.4974201095683,36.789029333333,171.34600000001998,808.0,808.0,808.0,808.0,0.0
6546,563.5386743346368,38.12428137161952,171.34600000001998,597.0,597.0,651.1667123135895,597.0,0.0
6547,1536.9635177581372,38.34656483021032,173.30264296868563,1496.0,1496.0,1509.4294888133572,1628.8675159935092,1.3846697498646103
6548,1535.995945583364,39.0035533333335,171.34600000001998,24.0,24.0,24.0,24.0,0.0
6549,603.5233096055222,39.65209435244018,226.0886068017419,14099.0,14099.0,14009.138576948508,12822.631173320628,31.922819522618518
6550,1536.9838391787177,39.839522300684614,172.12087919660925,1010.0,995.6295628516237,1032.4980903607382,1010.0,1.2705000000000126
6551,1535.9414584167228,39.941234666667,171.34600000001998,287.0,287.0,287.0,287.0,0.0
6552,780.4726852065376,40.58408509332368,171.6483286085881,1059.0,1059.0,1052.0605115754854,1059.0,1.2705000000000126
6553,780.4823952927807,40.55625746187191,171.34600000001998,402.0,402.0,802.8197985652754,402.0,0.0
6554,779.5310903290257,40.3688439624477,175.9137999298249,60.0,60.0,60.0,60.0,3.4258499999910157
6555,779.5407946297775,40.83758961897986,176.77492858861862,28.0,28.0,28.0,28.0,4.3069500000000005
6556,1492.0171999500246,40.938799999741555,171.34600000001998,39.0,39.0,39.000000041037836,39.0,0.0
6557,757.4954724495545,41.99805941053662,171.65281856176335,1499.0,1499.0,1695.5382875200219,1499.0,1.1434500000000156
6558,564.4879377706216,42.450524972824816,171.34600000001996,905.0,905.0,907.3109027265962,905.0,0.0
6559,1536.984260025621,42.8466750335265,172.5107605512816,781.0,781.0,781.0,781.0,1.2705000000000126
6560,780.4823952927808,44.78152466641262,172.61574372751252,3079.0,3079.0,2116.758100854556,3079.0,2.535999999990011
6561,758.5002450773442,44.05109999994105,171.34600000001998,243.0,243.0,243.00000021587894,243.0,0.0
6562,1535.927836776069,44.2694792984446,172.37768421884834,133.0,133.0,133.0,133.0,1.0799250000000171
6563,1514.0071538932473,44.067555280201844,173.10257522164923,379.0,379.0,399.4302870951749,379.0,1.2705000000000126
6564,758.4906727091292,45.51950327446787,171.34600000002,633.0,633.0,642.7341234460399,633.0,0.0
6565,563.4809188511142,45.78700547489944,172.86354166668667,1080.0,1080.0,1097.4347781666704,1080.0,1.2705000000000126
6566,563.5221724721458,46.345349999999996,173.22399247651126,801.0,801.0,836.6150840086667,801.0,1.1434500000000156
6567,1536.0095675260309,46.554542502820006,171.34600000001996,770.0,770.0,777.5925379243395,770.0,0.0
6568,758.5289626892285,46.988740568111254,171.34600000001998,223.0,223.0,223.0,223.0,0.0
6569,758.481100328907,47.09512260886658,172.8631990266219,1442.0,1442.0,1467.1717280420835,1442.0,1.2705000000000126
6570,1535.969665190403,47.31464330919206,171.55377237523865,905.0,905.0,880.7694987095616,905.0,1.2705000000000126
6571,1535.9414584167228,47.419005569698825,171.34600000001998,214.0,214.0,214.0,214.0,0.0
6572,109.10384215733967,48.80972974210029,190.74628313124924,1930.0,1930.0,1539.5215425906993,1930.0,16.465500000000006
6573,109.09295102054497,47.24577285869958,192.9683097666233,323.0,323.0,323.0,323.0,13.106325000000012
6574,758.5002450773444,48.91327841028386,171.84586884176525,305.0,305.0,305.0,305.0,1.2705000000000126
6575,1537.0177589007235,48.26808617095186,171.34600000001998,86.0,86.0,86.0,86.0,0.0
6576,1536.0117537734636,48.50005,172.5678395210534,81.0,81.0,81.07160727970123,81.0,3.4258499999910015
6577,758.5098175783729,48.6197746666665,171.34600000001998,232.0,232.0,232.0,232.0,0.0
6578,758.4906727091291,48.547473487394726,171.84619685365044,254.0,254.0,340.671511105698,254.0,1.2705000000000126
6579,757.466774408263,49.011038567230855,173.38299999524335,242.0,242.0,242.0,242.0,1.1434500000000156
6580,758.5098175783729,51.51950807811979,173.33126865099686,2340.0,2340.0,2221.343121469416,2355.7582500846443,3.4800069717699706
6581,758.481100328907,51.77410241134764,172.96472340426894,188.0,188.0,188.0,188.0,2.282399999991
6582,779.4825699520043,52.31059350602871,171.34600000002,285.0,285.0,285.0000004046458,285.0,0.0
6583,564.4961957608507,52.7695133333335,171.34600000001998,262.0,262.0,262.0,262.0,0.0
6584,758.5098175783729,53.6077610471753,172.00568263826833,624.0,624.0,624.0,624.0,1.2705000000000126
6585,758.5193900673935,53.647342666666496,171.34600000001998,324.0,324.0,324.0,324.0,0.0
6586,757.466774408263,53.986504,171.34600000001998,77.0,77.0,77.0,77.0,0.0
6587,757.5337373020234,54.52459196991644,172.05166791930142,1405.0,1405.0,1131.526282843058,1221.7117023082023,5.089888544770351
6588,757.5624365394315,53.984156853311404,174.3295294531235,102.0,102.0,102.0,102.0,2.1555999999915088
6589,757.5241709621286,54.83439150909765,172.27947028727812,1244.0,1244.0,999.194403153723,1244.0,1.2705000000000126
6590,758.509817578373,55.630460468386886,173.16321042097871,1478.0,1478.0,15622.853677604897,1478.0,1.2705000000000126
6591,758.4906727091291,56.45143190489887,173.72019474485802,457.0,457.0,520.7200271150459,457.0,1.2705000000000126
6592,1536.9360013319872,55.303200263236235,171.34600000001998,15.0,15.0,15.000000006201248,15.0,0.0
6593,1536.963253613289,55.4030013333335,172.83062924782251,178.0,178.0,178.0,178.0,1.2705000000000126
6594,1514.0077961954753,56.12125,171.72871853788916,405.0,405.0,440.5322265623442,405.0,1.0799250000000171
6595,758.5576807723272,56.260900000000085,171.34600000001996,48.0,48.0,48.000000049259945,48.0,0.0
6596,1515.0087310456124,56.38059074733952,171.34600000001998,93.0,93.0,93.00000008090935,93.0,0.0
6597,564.4961957608507,56.540195127458915,171.34600000001998,483.0,483.0,483.0000006125246,483.0,0.0
6598,758.5193900673935,55.972174507201146,173.6989067770035,1459.0,1459.0,1475.6543827582027,1459.0,1.0164000000000044
6599,757.5050385358949,56.779597333333,171.34600000001998,302.0,302.0,302.0,302.0,0.0
6600,1535.9687018792376,56.97910000000607,171.34600000001996,132.0,132.0,132.0000002657973,132.0,0.0
6601,1536.0231895291006,57.0788573333335,171.34600000001998,8.0,8.0,8.0,8.0,0.0
6602,779.4534583917756,57.215698584110065,173.6014288862487,436.0,436.0,464.2691322047874,436.0,1.0799250000000171
6603,780.5018157200819,57.51800815562379,173.80751612614654,1023.0,1023.0,870.5776956033238,1023.0,0.8258250000000089
6604,758.5289626892285,57.7970813333335,171.34600000001998,84.0,84.0,84.0,84.0,0.0
6605,1513.9672245830295,58.45213535269773,171.34600000001998,629.0,629.0,614.7081378928356,629.0,0.0
6606,199.12284221663887,18.502865256195452,191.74573746489588,16019.0,16019.0,16019.0,15785.143000551712,37.28462341524941
6607,242.2413346458864,18.955863932188603,270.152171136063,73084.0,73084.0,74441.90163584844,73084.0,62.01599999999999
6608,257.1733506672452,20.07862355110634,221.66943921087454,6869.0,6869.0,5801.74830178841,4349.347754568839,50.907183218647916
6609,335.2082029765902,21.78611223844258,172.60699999998,276.0,276.0,276.00000054809,276.0,0.0
6610,290.2807378664996,22.271516050510847,172.60699999998,5321.0,5321.0,5509.673128710675,5321.0,0.0
6611,563.5716787844614,27.771299998945796,172.60699999997996,87.0,87.0,87.00000003288153,87.0,0.0
6612,549.3711427557964,28.545693863488374,249.88005157279838,5011.0,5011.0,4958.4598400197265,5011.0,58.23850000002001
6613,549.3874361052832,28.72899026536467,172.60699999998002,141.0,141.0,141.0000003014871,141.0,0.0
6614,565.4132056835339,29.68660000000216,172.60699999998002,96.0,96.0,96.00000012941156,96.0,0.0
6615,563.5469253346151,30.64419998289844,172.60699999998,54.0,54.0,54.00000002477693,54.0,0.0
6616,670.5127891862877,32.55949999997126,172.60699999998,93.0,93.0,93.00000013362418,93.0,0.0
6617,652.5712122559383,32.91859999999969,172.60699999998,171.0,171.0,171.00000025499654,171.0,0.0
6618,717.5247423455777,33.27770000001101,172.60699999998,102.0,102.0,102.00000027615336,102.0,0.0
6619,717.5154321248366,33.397399999973274,172.60699999997996,255.0,255.0,255.0000001858805,255.0,0.0
6620,563.5139216096366,33.706304195033965,173.54774774132386,4662.0,4662.0,8019.434678322999,4662.0,1.079925000000003
6621,563.5221724721458,33.6120718808556,172.60699999998,1741.0,1741.0,1741.0,1741.0,0.0
6622,736.5113481649041,33.69943982080805,174.81149256677233,2956.0,2956.0,3228.15320576418,2956.0,2.545500000000004
6623,817.5785507783122,35.860023489797356,172.60699999998,775.0,775.0,779.347996375211,775.0,0.0
6624,793.5873951630872,35.9481433999013,184.54527328961413,625.0,625.0,561.0413218226056,625.0,10.13300000001
6625,793.6069779531726,36.2653001292314,174.16411110898758,891.0,891.0,932.6668498308863,891.0,1.2704999999999984
6626,837.636179494612,37.12493479882925,173.81486591738084,4706.0,4706.0,4706.0,4706.0,1.2704999999999984
6627,893.6478747918068,37.58710000988048,172.60699999998,57.0,57.0,57.000000049651064,57.0,0.0
6628,863.6781035235933,37.70681228907099,172.60699999998,135.0,135.0,135.00000018193836,135.0,0.0
6629,875.7116409026667,37.82650000013812,172.60699999998,36.0,36.0,36.00000005075403,36.0,0.0
6630,891.5606475104584,37.94619462165188,172.60699999998,138.0,138.0,138.00000012728393,138.0,0.0
6631,891.6021605740204,38.125750056826206,172.60699999998,306.0,306.0,306.0000002105967,306.0,0.0
6632,1469.9875657126445,49.996370666667,172.60699999998,86.0,86.0,86.0,86.0,0.0
6633,564.6035548229177,58.828415170057234,172.60699999998002,39.0,39.0,42.68320023210859,39.0,0.0
6634,1535.972449682158,0.319210666667,174.5833598032645,189.0,189.0,189.0,189.0,1.1389499999909987
6635,1536.0231895291004,2.0349930771754723,173.88700000001998,36.0,36.0,36.00000003059478,36.0,0.0
6636,758.5672536357754,2.1767518073375225,176.35981609170526,87.0,87.0,91.18016025798968,87.0,1.2654999999899985
6637,757.4763403857381,2.2711406262412797,176.30913877552064,735.0,735.0,789.825975953834,735.0,2.535999999989997
6638,779.4534583917756,2.8162131140417355,173.88700000002,1589.0,1589.0,1629.5247009838054,1589.0,0.0
6639,1536.9768798445432,2.9926000000004267,173.88700000002,129.0,129.0,129.0000003059872,129.0,0.0
6640,779.5407946297773,3.1751024292913725,173.88700000002,108.0,108.0,117.8726392756577,108.0,0.0
6641,1515.0357879288356,3.3517000011699016,173.88700000002,171.0,171.0,171.00000010636978,171.0,0.0
6642,1492.0092610983293,3.5883531951835916,173.88700000002,1084.0,1084.0,1085.389628227388,1084.0,0.0
6643,1514.9952025458356,3.7507253333330004,173.88700000002,101.0,101.0,101.0,101.0,0.0
6644,780.4823952927809,4.069811522420699,173.88700000002,396.0,396.0,396.0000004664791,396.0,0.0
6645,1514.9888821322895,4.603550785662874,173.88700000002,991.0,991.0,961.6726920331906,991.0,0.0
6646,564.5044537675358,4.788200080284754,173.88700000001998,408.0,408.0,408.00000017296185,408.0,0.0
6647,563.4891694720059,5.002417374733895,175.83153072797973,1709.0,1709.0,1706.585742042568,1709.0,1.2654999999899985
6648,563.4974201095683,5.509925538497388,175.11006703080923,1521.0,1521.0,1521.0,1521.0,1.2654999999899985
6649,1536.0095675260309,5.603110335853333,173.88700000002,290.0,290.0,290.0,290.0,0.0
6650,779.4728660136709,5.693725626343689,173.88700000002,410.0,410.0,410.0,410.0,0.0
6651,779.4825699520044,5.761823155276206,173.88700000002,565.0,565.0,565.0,565.0,0.0
6652,779.511681982296,5.861905693093674,174.10131854411185,496.0,496.0,497.7068045000069,496.0,1.1389499999909987
6653,758.5768264872117,6.005150666666499,173.88700000002,90.0,90.0,90.0,90.0,0.0
6654,779.5213861622417,6.678447593241644,177.3715801759671,131.0,131.0,131.0,131.0,2.1555999999914945
6655,779.4922738771778,6.703399946782452,173.88700000002,276.0,276.0,276.00000020434294,276.0,0.0
6656,757.5146047549832,6.942814589807555,173.88700000002004,195.0,195.0,195.0000001904388,195.0,0.0
6657,1537.0041324882607,7.085647505094317,173.88700000002,203.0,203.0,211.71577686382346,203.0,0.0
6658,779.4728660136708,7.182199954943024,173.88700000002,135.0,135.0,135.00000005550766,135.0,0.0
6659,780.4921055130333,7.301901169896651,173.88700000002,57.0,57.0,57.0000000450991,57.0,0.0
6660,779.4631622093025,7.464191575299042,174.0857390325933,1732.0,1732.0,1683.9864545135572,1732.0,0.885849999992999
6661,564.5209700060643,8.618699748732418,173.88700000002,126.0,126.0,126.00000006042184,126.0,0.0
6662,1535.964156700081,9.069781446188749,175.00716247247937,357.0,362.5441638127774,363.5094828583148,357.0,1.2654999999899985
6663,780.540657299518,9.1972573333335,173.88700000002004,24.0,24.0,24.0,24.0,0.0
6664,757.485906351273,9.318701259728638,173.88700000002,1051.0,1051.0,1146.0504588522122,1051.0,0.0
6665,1537.9990193361796,9.576299999833902,175.16851895393063,237.0,237.0,236.9407503818734,237.0,1.2654999999899985
6666,779.5213861622416,10.667380064517424,175.01122990180346,852.0,852.0,911.9066929380967,1194.8619990042987,1.3605883039516822
6667,779.4922738771778,10.731744917500425,178.03364660206037,1347.0,1347.0,1348.0763971437177,1347.0,2.0930749999934903
6668,758.5863994714667,11.770900000023062,173.88700000002004,48.0,48.0,48.00000013215304,48.0,0.0
6669,563.4726683343571,12.43102127157715,173.88700000002004,1107.0,1107.0,1207.5497016754393,1107.0,0.0
6670,1514.0483680551556,12.808299631693657,173.88700000002,33.0,33.0,33.000000023009854,33.0,0.0
6671,779.4631622093026,14.18495,173.88700000002,349.0,349.0,379.5727118054225,349.0,0.0
6672,779.5213861622417,14.267854819437888,173.88700000002004,287.0,287.0,287.0,287.0,0.0
6673,779.511681982296,14.33984954755444,173.88700000001998,324.0,324.0,324.0,324.0,0.0
6674,779.4922738771778,14.360324133704106,176.24988929459911,1084.0,1084.0,1086.7035434507754,1084.0,0.8225749999934919
6675,757.4954724495545,14.849223501201415,175.8915081452172,923.0,923.0,1756.3074394456328,923.0,1.0756749999914916
6676,1537.0450119068566,15.681199988374365,173.88700000002004,6.0,6.0,6.0000000093785895,6.0,0.0
6677,757.4763403857381,16.635275556271672,175.82860833921495,1795.0,1795.0,1763.9699282434651,1795.0,1.2654999999899985
6678,1514.0348441403223,16.998019517748837,173.88700000001998,60.0,60.0,60.00000006395014,60.0,0.0
6679,564.5044537675358,18.42712676338315,173.88700000002,126.0,126.0,139.5695854288656,126.0,0.0
6680,563.5304233513189,18.773577333333503,175.96242000000362,50.0,50.0,50.0,50.0,1.1389499999909987
6681,757.4763403857381,18.819265883540726,173.88700000001998,262.0,262.0,262.0,262.0,0.0
6682,779.4631622093026,19.091614451660732,174.89785316656662,572.0,572.0,650.2362893545198,572.0,2.535999999989997
6683,758.4906727091291,19.451375952035967,173.88700000002,912.0,912.0,994.8929616860459,912.0,0.0
6684,758.481100328907,19.631499997619404,173.88700000002,435.0,435.0,435.0000003201893,435.0,0.0
6685,757.5241709621287,19.94112979012304,173.88700000002,536.0,536.0,549.9158678817302,536.0,0.0
6686,563.5304233513189,20.209125534228836,175.5010660395955,1286.0,1286.0,1286.0,1286.0,2.535999999989997
6687,1535.9823237010994,21.427000020623687,173.88700000002,111.0,111.0,111.0000001048632,111.0,0.0
6688,757.5624365394316,21.784881083272378,174.04518750775327,32.0,32.0,32.0,32.0,1.1389499999909987
6689,757.6007030831818,21.84595,173.88700000002004,113.0,113.0,119.76820142296373,113.0,0.0
6690,563.4974201095682,22.49052721981694,176.87856887701457,1002.0,1002.0,1128.7356425196112,1002.0,2.535999999989997
6691,564.5127118785739,22.165190666666504,173.88700000002,162.0,162.0,162.0,162.0,0.0
6692,779.4631622093027,22.290105515450104,174.52363188444824,489.0,489.0,507.5284081933724,489.0,1.2654999999899985
6693,1535.9452199051555,22.609307573608103,175.26845904694983,373.0,373.0,380.77171821917835,417.6552132916307,2.3519436791553687
6694,757.4954724495545,23.222600195297467,173.88700000002,414.0,414.0,414.0000006044693,414.0,0.0
6695,758.5768264872117,23.5617373333335,173.88700000002,32.0,32.0,32.0,32.0,0.0
6696,1536.0231895291006,24.1602573333335,173.88700000002,42.0,42.0,42.0,42.0,0.0
6697,1535.9823237010994,24.260010666667,173.88700000002,28.0,28.0,28.0,28.0,0.0
6698,757.5146047549831,24.519350000000003,173.88700000001998,273.0,273.0,297.3689497171404,273.0,0.0
6699,1536.963253613289,24.878481333333497,173.88700000002,180.0,180.0,180.0,180.0,0.0
6700,1538.0262810402937,26.8137040584286,173.88700000002,135.0,135.0,135.0000001165295,135.0,0.0
6701,779.4534583917756,27.355405417187026,173.88700000002004,335.0,335.0,366.05157403753293,335.0,0.0
6702,109.092951020545,27.1810927980914,239.87876318874177,1782.0,1782.0,1782.0,1838.9142163750498,8.461542062356191
6703,779.5602033389248,28.2301933333335,173.88700000002,30.0,30.0,30.0,30.0,0.0
6704,780.5115260611403,28.4297,173.88700000002,132.0,132.0,142.66123583748848,132.0,0.0
6705,783.5051741016416,28.968367999999998,173.88700000002,111.0,111.0,111.0,111.0,0.0
6706,780.4629751070912,29.806282531222532,173.88700000002,117.0,117.0,117.00000004625359,117.0,0.0
6707,779.4631622093026,31.322546666667,173.88700000002,29.0,29.0,29.0,29.0,0.0
6708,564.4796798847418,31.501233855554492,173.88700000001998,87.0,87.0,94.8817465334023,87.0,0.0
6709,1535.9823237010994,32.0607213333335,173.88700000002,164.0,164.0,164.0,164.0,0.0
6710,758.5193900673935,32.48135629285093,173.88700000002,547.0,547.0,527.3124247475974,547.0,0.0
6711,564.4961957608507,32.79889999999977,173.88700000002,336.0,336.0,336.00000051199424,336.0,0.0
6712,1536.9957364530571,32.74485841444214,173.88700000002,297.0,297.0,324.39531381443635,297.0,0.0
6713,1536.963253613289,33.03829999999962,173.88700000002,90.0,90.0,90.00000009980725,90.0,0.0
6714,565.4958557361934,37.10820763073008,173.88700000002,360.0,360.0,360.0000005951036,360.0,0.0
6715,563.5304233513189,37.7267106666665,173.88700000002,542.0,542.0,542.0,542.0,0.0
6716,757.5337373020233,37.80116071597299,174.1956585209131,369.0,369.0,369.0,369.0,1.1389499999909987
6717,758.5002450773443,39.881382666666504,174.77356496856072,354.0,354.0,354.0,354.0,1.2654999999899985
6718,758.5289626892285,40.082462729849816,173.88700000002,317.0,317.0,317.0,317.0,0.0
6719,564.5292282379111,41.1582253333335,173.88700000002,162.0,162.0,162.0,162.0,0.0
6720,563.4891694720059,41.31785000000036,173.88700000002,375.0,375.0,397.9005318217121,375.0,0.0
6721,757.4763403857381,41.807351901732304,173.88700000002,246.0,246.0,246.0,246.0,0.0
6722,779.4534583917755,42.2614242487093,173.88700000002,392.0,392.0,392.4832259738596,392.0,0.0
6723,563.5139216096364,42.72489308483244,175.58448558870327,1843.0,1843.0,1899.2071773433222,1843.0,1.9054999999799946
6724,564.5044537675359,42.9936866666665,173.88700000002,120.0,120.0,120.0,120.0,0.0
6725,757.5528700906752,43.4725026666665,173.88700000002,56.0,56.0,56.0,56.0,0.0
6726,1537.0218143986035,43.796403752021185,174.15817856961382,168.0,168.0,354.81323446164123,168.0,1.2654999999899985
6727,1536.963253613289,43.69197847903136,173.88700000002,249.0,249.0,249.00000008972282,249.0,0.0
6728,1536.9496274424373,44.82921517387874,173.88700000002,297.0,297.0,297.0,297.0,0.0
6729,757.4763403857381,45.3678000061065,173.88700000002,93.0,93.0,93.0000000296471,93.0,0.0
6730,779.4437547082127,45.487500087623744,173.88700000002,126.0,126.0,126.00000004985871,126.0,0.0
