Spectrum Number,MS Level,DT,Retention Time (sec),Min m/z,Base Peak m/z,Base Peak Intensity,CCS (Å^2),Cluster
14904,1,53.783016,55.750999999979996,118.9641739212944,118.97174773870992,38.0,433.0465143568194,100
14905,1,53.9028,55.750999999979996,116.97311908240987,118.97174773870992,38.0,434.7130654318707,329
14906,1,54.022584,55.750999999979996,116.97311908240987,116.97687410993895,23.0,435.67788059842127,329
14907,1,54.142368,55.750999999979996,116.97311908240987,116.97687410993895,23.0,436.6426957649718,329
14908,1,54.980856,55.750999999979996,59.010957116127756,59.01362418982685,31.0,483.63557181475426,144
14909,1,55.10064,55.750999999979996,59.010957116127756,59.01362418982685,31.0,484.68794601702166,144
14910,1,55.220424,55.750999999979996,59.010957116127756,59.01362418982685,31.0,485.7403202192892,144
14911,1,55.459992,55.750999999979996,116.96185424721806,116.9656091510519,50.0,447.2598231581759,149
14912,1,55.579776,55.750999999979996,116.96185424721806,116.9656091510519,38.0,448.2246472998448,149
14913,1,55.69956,55.750999999979996,116.96185424721806,116.9656091510519,38.0,449.18947144151366,149
14914,1,58.09524,55.750999999979996,61.98390243027217,61.98663586246479,29.0,507.03788467174513,146
14915,1,58.215024,55.750999999979996,61.98390243027217,61.98663586246479,29.0,508.082104647623,146
14916,1,58.334808,55.750999999979996,61.98390243027217,61.98663586246479,29.0,509.12632462350086,146
14917,1,58.933728,55.750999999979996,61.98390243027217,61.98663586246479,25.0,514.3474245028899,146
14918,1,0.479136,56.82199999998,116.97311908240987,116.97687410993895,42.0,4.405501150323295,1142
14919,1,0.59892,56.82199999998,116.97311908240987,116.97687410993895,42.0,5.370316316873851,1143
14920,1,0.718704,56.82199999998,116.97311908240987,116.97687410993895,42.0,6.335131483424405,1144
14921,1,1.437408,56.82199999998,142.01609696540805,142.0202344734094,41.0,11.915736891857726,-1
14922,1,1.557192,56.82199999998,142.01609696540805,142.0202344734094,41.0,12.863976940923006,-1
14923,1,1.676976,56.82199999998,142.01609696540805,142.0202344734094,24.0,13.812216989988286,-1
14924,1,2.515464,56.82199999998,116.97311908240987,141.02071032410186,56.0,20.807358981682725,7
14925,1,2.635248,56.82199999998,92.92291471368364,141.02071032410186,56.0,22.30980715056991,1030
14926,1,2.755032,56.82199999998,92.92291471368364,92.92626152497591,63.0,23.298447061087735,1031
14927,1,2.874816,56.82199999998,92.92291471368364,92.92960839653931,77.0,24.28708697160556,1127
14928,1,2.9946,56.82199999998,92.92291471368364,92.92960839653931,58.0,25.27572688212339,1146
14929,1,3.114384,56.82199999998,92.92626152497591,116.97311908240987,53.0,26.26425725754411,1159
14930,1,3.59352,56.82199999998,141.00834169785594,141.01246449970614,185.0,29.001113074024033,813
14931,1,3.713304,56.82199999998,141.00834169785594,141.01246449970614,412.0,29.94991110284763,814
14932,1,3.833088,56.82199999998,141.0042189163885,141.01246449970614,412.0,30.89878398264651,870
14933,1,3.952872,56.82199999998,141.0042189163885,141.01246449970614,227.0,31.847584309898092,1018
14934,1,4.072656,56.82199999998,141.0042189163885,141.00834169785594,46.0,32.79638463714967,994
14935,1,4.312224,56.82199999998,141.0042189163885,141.00834169785594,44.0,34.69398529165283,-1
14936,1,4.432008,56.82199999998,141.0042189163885,141.00834169785594,44.0,35.64278561890441,-1
14937,1,4.551792,56.82199999998,141.0042189163885,141.00834169785594,44.0,36.591585946155995,1160
14938,1,4.911144,56.82199999998,59.010957116127756,59.01362418982685,29.0,43.74315526694641,842
14939,1,5.030928,56.82199999998,59.010957116127756,59.01362418982685,54.0,44.79552946921389,164
14940,1,5.150712,56.82199999998,59.010957116127756,59.01362418982685,54.0,45.847903671481376,1132
14941,1,5.270496,56.82199999998,59.010957116127756,59.01362418982685,25.0,46.900277873748855,18
14942,1,5.510064,56.82199999998,61.98390243027217,61.98663586246479,58.0,48.625315261381786,167
14943,1,5.629848,56.82199999998,61.98390243027217,61.98663586246479,98.0,49.6695352372596,167
14944,1,5.749632,56.82199999998,61.98390243027217,61.98663586246479,84.0,50.713755213137425,167
14945,1,5.869416,56.82199999998,61.98390243027217,61.98663586246479,39.0,51.75797518901525,167
14946,1,7.067256,56.82199999998,118.96796077197024,118.97174773870992,27.0,57.377183405056584,173
14947,1,7.18704,56.82199999998,118.96796077197024,118.97174773870992,27.0,58.34043473226672,173
14948,1,7.306824,56.82199999998,116.9656091510519,116.96936405803875,112.0,59.400334010191315,1161
14949,1,7.426608,56.82199999998,116.96185424721806,116.96936405803875,112.0,60.3653423489519,26
14950,1,7.546392,56.82199999998,116.96185424721806,116.96936405803875,112.0,61.33016649062078,26
14951,1,7.666176,56.82199999998,61.98390243027217,141.01246449970614,97.0,67.42127482718256,417
14952,1,7.78596,56.82199999998,61.98390243027217,141.01246449970614,97.0,68.46549480306038,417
14953,1,7.905744,56.82199999998,61.98390243027217,61.98663586246479,23.0,69.5097147789382,417
14954,1,8.265096,56.82199999998,61.98663586246479,61.98936935492852,35.0,72.64187624618539,113
14955,1,8.38488,56.82199999998,61.98663586246479,61.98936935492852,35.0,73.68608905679234,113
14956,1,8.504664,56.82199999998,61.98663586246479,61.98936935492852,35.0,74.73030186739926,113
14957,1,8.864016,56.82199999998,92.92626152497591,92.92960839653931,27.0,73.7187750533112,353
14958,1,8.9838,56.82199999998,59.010957116127756,118.97553470992798,38.0,79.52387814404082,28
14959,1,9.103584,56.82199999998,59.010957116127756,59.01362418982685,49.0,80.57625234630831,28
14960,1,9.223368,56.82199999998,59.010957116127756,61.98663586246479,61.0,81.6286265485758,28
14961,1,9.343152,56.82199999998,59.010957116127756,61.98663586246479,61.0,82.68100075084327,28
14962,1,9.462936,56.82199999998,61.98390243027217,141.00834169785594,34.0,83.08457446534987,27
14963,1,9.58272,56.82199999998,116.96185424721806,141.00834169785594,34.0,77.73217689899188,258
14964,1,9.702504,56.82199999998,61.98390243027217,61.98936935492852,29.0,85.1730144171055,27
14965,1,9.822288,56.82199999998,61.98390243027217,61.99483652066934,30.0,86.21723439298334,27
14966,1,9.942072,56.82199999998,61.98390243027217,61.99483652066934,30.0,87.26145436886115,27
14967,1,10.78056,56.82199999998,118.96796077197024,118.97174773870992,23.0,87.23797454857119,503
14968,1,10.900344,56.82199999998,118.96796077197024,118.97174773870992,45.0,88.20122587578133,503
14969,1,11.020128,56.82199999998,118.96796077197024,118.97174773870992,45.0,89.16447720299148,503
14970,1,11.139912,56.82199999998,61.98390243027217,61.98663586246479,40.0,97.70365412763938,29
14971,1,11.259696,56.82199999998,61.98390243027217,141.01246449970614,174.0,98.74787410351719,29
14972,1,11.37948,56.82199999998,61.98390243027217,141.01246449970614,174.0,99.792094079395,29
14973,1,11.499264,56.82199999998,61.98390243027217,141.01246449970614,174.0,100.83631405527284,29
14974,1,11.619048,56.82199999998,61.98390243027217,61.98663586246479,51.0,101.88053403115065,29
14975,1,12.697104,56.82199999998,61.98663586246479,248.97749546849732,788.0,111.27775023864201,32
14976,1,12.816888,56.82199999998,61.98663586246479,248.97201716935407,4914.0,112.32196304924895,32
14977,1,12.936672,56.82199999998,61.98663586246479,248.97201716935407,11778.0,113.36617585985589,32
14978,1,13.056456,56.82199999998,116.9656091510519,248.97201716935407,16257.0,105.71174920120664,182
14979,1,13.17624,56.82199999998,61.98390243027217,248.97201716935407,11343.0,115.45539371756233,124
14980,1,13.296024,56.82199999998,61.98390243027217,248.97201716935407,4479.0,116.49961369344014,124
14981,1,13.415808,56.82199999998,141.00834169785594,141.01246449970614,191.0,106.80255143755883,183
14982,1,13.535592,56.82199999998,116.97687410993895,141.01246449970614,86.0,109.57001458181402,1162
14983,1,13.655376,56.82199999998,116.97687410993895,116.98062925484743,21.0,110.53482675695835,1162
14984,1,13.77516,56.82199999998,116.97687410993895,116.98062925484743,21.0,111.49963893210268,706
14985,1,14.014728,56.82199999998,118.9641739212944,118.96796077197024,21.0,113.24610383507076,1163
14986,1,14.134512,56.82199999998,118.9641739212944,118.96796077197024,42.0,114.20935808363025,1163
14987,1,14.254296,56.82199999998,118.9641739212944,162.8937047744827,44.0,115.17261233218971,1163
14988,1,14.37408,56.82199999998,118.9641739212944,162.8937047744827,44.0,116.1358665807492,1163
14989,1,14.973,56.82199999998,141.00834169785594,141.01246449970614,54.0,119.13692581226557,603
14990,1,15.092784,56.82199999998,141.00834169785594,337.9004208640436,82.0,120.08572384108916,603
14991,1,15.212568,56.82199999998,141.00834169785594,337.9004208640436,187.0,121.03452186991275,603
14992,1,15.332352,56.82199999998,154.94172144346558,337.9004208640436,251.0,121.07106759094555,129
14993,1,15.452136,56.82199999998,154.94172144346558,337.9004208640436,169.0,122.01277003332223,129
14994,1,15.57192,56.82199999998,154.94172144346558,337.9004208640436,64.0,122.95447247569894,129
14995,1,16.051056,56.82199999998,234.86311571359,240.87094611800308,55.0,123.37653368468558,46
14996,1,16.17084,56.82199999998,234.85779496313168,240.87094611800308,214.0,124.29353033737856,47
14997,1,16.290624,56.82199999998,234.85779496313168,240.87094611800308,450.0,125.21037809381143,47
14998,1,16.410408,56.82199999998,59.010957116127756,240.87094611800308,570.0,144.77107868462477,50
14999,1,16.530192,56.82199999998,59.010957116127756,240.87094611800308,410.0,145.82345288689226,50
15000,1,16.649976,56.82199999998,59.010957116127756,240.8655577433579,197.0,146.87582708915974,50
15001,1,16.76976,56.82199999998,188.93007699418965,188.93962150117991,82.0,130.53605358771594,130
15002,1,16.889544,56.82199999998,188.93007699418965,188.93962150117991,82.0,131.46469852534273,130
15003,1,17.009328,56.82199999998,59.010957116127756,188.93962150117991,44.0,150.0329496959622,50
15004,1,17.129112,56.82199999998,59.010957116127756,222.90916403785153,43.0,151.08532389822966,50
15005,1,17.248896,56.82199999998,59.010957116127756,301.9526138724512,129.0,152.13769810049715,50
15006,1,17.36868,56.82199999998,301.93451503765453,301.9526138724512,449.0,131.87308790971522,1152
15007,1,17.488464,56.82199999998,301.92848227175296,301.9526138724512,846.0,132.77913281484825,1153
15008,1,17.608248,56.82199999998,301.92848227175296,301.9526138724512,969.0,133.6850658906001,1153
15009,1,17.728032,56.82199999998,59.010957116127756,301.9526138724512,726.0,156.34719490956707,50
15010,1,17.847816,56.82199999998,59.010957116127756,301.94658083799965,331.0,157.39956911183458,50
15011,1,17.9676,56.82199999998,59.010957116127756,301.94658083799965,96.0,158.45194331410207,50
15012,1,18.087384,56.82199999998,59.010957116127756,59.01629132379705,136.0,159.50431751636953,50
15013,1,18.207168,56.82199999998,59.010957116127756,217.00323203205394,245.0,160.556691718637,50
15014,1,18.326952,56.82199999998,59.010957116127756,217.00323203205394,403.0,161.6090659209045,50
15015,1,18.446736,56.82199999998,59.010957116127756,217.00323203205394,389.0,162.66144012317199,50
15016,1,18.56652,56.82199999998,59.00829010269978,141.01658740170942,317.0,163.71500505921492,51
15017,1,18.686304,56.82199999998,59.00829010269978,141.01658740170942,466.0,164.7673869156777,51
15018,1,18.806088,56.82199999998,59.00829010269978,141.01658740170942,612.0,165.81976877214046,51
15019,1,18.925872,56.82199999998,59.010957116127756,141.01658740170942,642.0,166.8709369322419,50
15020,1,19.045656,56.82199999998,59.00829010269978,141.01658740170942,599.0,167.92453248506604,51
15021,1,19.16544,56.82199999998,59.00829010269978,141.01658740170942,705.0,168.9769143415288,51
15022,1,19.285224,56.82199999998,59.00829010269978,141.01658740170942,884.0,170.02929619799156,51
15023,1,19.405008,56.82199999998,59.00829010269978,141.01658740170942,991.0,171.08167805445433,51
15024,1,19.524792,56.82199999998,59.00829010269978,141.01658740170942,945.0,172.13405991091713,51
15025,1,19.644576,56.82199999998,59.010957116127756,141.01658740170942,929.0,173.18518214584682,50
15026,1,19.76436,56.82199999998,59.010957116127756,141.01658740170942,968.0,174.23755634811428,50
15027,1,19.884144,56.82199999998,59.010957116127756,141.01658740170942,1103.0,175.28993055038177,50
15028,1,20.003928,56.82199999998,59.010957116127756,141.01658740170942,1264.0,176.34230475264926,50
15029,1,20.123712,56.82199999998,59.010957116127756,141.01658740170942,1438.0,177.39467895491674,50
15030,1,20.243496,56.82199999998,59.010957116127756,141.01658740170942,1512.0,178.44705315718423,50
15031,1,20.36328,56.82199999998,59.010957116127756,141.01658740170942,1484.0,179.49942735945172,50
15032,1,20.483064,56.82199999998,59.010957116127756,141.01658740170942,1474.0,180.55180156171917,50
15033,1,20.602848,56.82199999998,59.010957116127756,141.01658740170942,1527.0,181.6041757639867,50
15034,1,20.722632,56.82199999998,59.010957116127756,141.01658740170942,1571.0,182.65654996625418,50
15035,1,20.842416,56.82199999998,59.010957116127756,141.01658740170942,1519.0,183.70892416852163,50
15036,1,20.9622,56.82199999998,59.010957116127756,141.01658740170942,1426.0,184.76129837078912,50
15037,1,21.081984,56.82199999998,59.010957116127756,141.01658740170942,1384.0,185.81367257305658,50
15038,1,21.201768,56.82199999998,59.010957116127756,141.01658740170942,1414.0,186.8660467753241,50
15039,1,21.321552,56.82199999998,59.010957116127756,141.01658740170942,1458.0,187.91842097759158,50
15040,1,21.441336,56.82199999998,59.010957116127756,141.01658740170942,1456.0,188.97079517985904,50
15041,1,21.56112,56.82199999998,59.010957116127756,141.01658740170942,1393.0,190.02316938212653,50
15042,1,21.680904,56.82199999998,59.010957116127756,141.01658740170942,1332.0,191.07554358439404,50
15043,1,21.800688,56.82199999998,59.010957116127756,141.01658740170942,1257.0,192.1279177866615,50
15044,1,21.920472,56.82199999998,59.010957116127756,141.01658740170942,1182.0,193.18029198892899,50
15045,1,22.040256,56.82199999998,59.010957116127756,141.01658740170942,1091.0,194.23266619119647,50
15046,1,22.16004,56.82199999998,59.010957116127756,141.01658740170942,1070.0,195.28504039346393,50
15047,1,22.279824,56.82199999998,59.01362418982685,141.01658740170942,1086.0,196.3359866683226,131
15048,1,22.399608,56.82199999998,59.01362418982685,141.01658740170942,1048.0,197.38835321685798,131
15049,1,22.519392,56.82199999998,59.01362418982685,141.01658740170942,931.0,198.4407197653934,131
15050,1,22.639176,56.82199999998,59.01362418982685,141.01658740170942,763.0,199.49308631392879,131
15051,1,22.75896,56.82199999998,59.010957116127756,141.01658740170942,637.0,200.54691140480136,50
15052,1,22.878744,56.82199999998,59.010957116127756,141.01246449970614,617.0,201.59928560706885,50
15053,1,22.998528,56.82199999998,59.010957116127756,141.01246449970614,619.0,202.65165980933634,50
15054,1,23.118312,56.82199999998,61.98936935492852,141.01658740170942,667.0,202.12287788969132,890
15055,1,23.238096,56.82199999998,59.010957116127756,141.01658740170942,808.0,204.75640821387128,50
15056,1,23.35788,56.82199999998,59.010957116127756,141.01658740170942,852.0,205.8087824161388,50
15057,1,23.477664,56.82199999998,59.010957116127756,141.02071032410186,629.0,206.86115661840626,50
15058,1,23.597448,56.82199999998,59.010957116127756,141.02071032410186,537.0,207.91353082067374,50
15059,1,23.717232,56.82199999998,59.010957116127756,141.02071032410186,380.0,208.96590502294123,50
15060,1,23.837016,56.82199999998,61.98390243027217,141.01658740170942,334.0,208.3909715706884,58
15061,1,23.9568,56.82199999998,59.010957116127756,116.97311908240987,316.0,211.0706534274762,50
15062,1,24.076584,56.82199999998,59.010957116127756,116.97311908240987,336.0,212.1230276297437,50
15063,1,24.196368,56.82199999998,59.010957116127756,141.01658740170942,405.0,213.17540183201115,50
15064,1,24.316152,56.82199999998,59.010957116127756,141.01658740170942,405.0,214.22777603427863,50
15065,1,24.435936,56.82199999998,59.010957116127756,141.01658740170942,180.0,215.28015023654615,50
15066,1,24.55572,56.82199999998,61.98390243027217,116.96936405803875,180.0,214.65629142595535,58
15067,1,24.675504,56.82199999998,61.98390243027217,116.96936405803875,256.0,215.70051140183315,58
15068,1,24.795288,56.82199999998,61.98390243027217,116.96936405803875,237.0,216.74473137771096,58
15069,1,24.915072,56.82199999998,61.98390243027217,116.96936405803875,142.0,217.78895135358877,58
15070,1,25.034856,56.82199999998,61.98390243027217,116.97311908240987,207.0,218.83317132946664,58
15071,1,25.15464,56.82199999998,61.98663586246479,116.97311908240987,340.0,219.87588254176333,56
15072,1,25.274424,56.82199999998,61.98663586246479,116.97311908240987,328.0,220.92009535237028,56
15073,1,25.394208,56.82199999998,61.98936935492852,116.97311908240987,254.0,221.962785159147,1164
15074,1,25.513992,56.82199999998,61.98936935492852,116.97311908240987,164.0,223.00699080490782,1164
15075,1,25.633776,56.82199999998,61.98390243027217,141.02071032410186,158.0,224.05427120885574,58
15076,1,25.75356,56.82199999998,59.01362418982685,141.02071032410186,219.0,226.85461657584938,65
15077,1,25.873344,56.82199999998,59.01362418982685,141.01658740170942,216.0,227.90698312438477,65
15078,1,25.993128,56.82199999998,59.01362418982685,116.97311908240987,253.0,228.95934967292018,65
15079,1,26.112912,56.82199999998,61.98390243027217,116.97311908240987,262.0,228.23115111236703,58
15080,1,26.232696,56.82199999998,61.98390243027217,116.97311908240987,217.0,229.27537108824484,58
15081,1,26.35248,56.82199999998,61.98390243027217,141.01658740170942,234.0,230.31959106412265,58
15082,1,26.472264,56.82199999998,61.98390243027217,141.01658740170942,258.0,231.36381104000046,58
15083,1,26.592048,56.82199999998,61.98390243027217,141.01246449970614,317.0,232.40803101587827,58
15084,1,26.711832,56.82199999998,61.98390243027217,141.01246449970614,317.0,233.45225099175613,58
15085,1,26.831616,56.82199999998,61.98390243027217,141.01246449970614,233.0,234.49647096763394,58
15086,1,26.9514,56.82199999998,59.010957116127756,116.97311908240987,164.0,237.38000848416326,50
15087,1,27.071184,56.82199999998,59.010957116127756,141.01658740170942,141.0,238.43238268643074,50
15088,1,27.190968,56.82199999998,59.010957116127756,116.97311908240987,170.0,239.48475688869826,50
15089,1,27.310752,56.82199999998,59.01629132379705,116.97311908240987,106.0,240.53363242852106,877
15090,1,27.430536,56.82199999998,59.01629132379705,116.97311908240987,106.0,241.58599132378757,877
15091,1,27.55032,56.82199999998,59.01629132379705,61.99210290766338,49.0,242.63835021905408,877
15092,1,27.670104,56.82199999998,61.98663586246479,141.02071032410186,83.0,241.80435156450898,60
15093,1,27.789888,56.82199999998,61.98390243027217,141.02071032410186,83.0,242.85023077465652,58
15094,1,27.909672,56.82199999998,61.98390243027217,61.98936935492852,123.0,243.89445075053433,58
15095,1,28.029456,56.82199999998,61.98390243027217,61.98936935492852,180.0,244.93867072641214,58
15096,1,28.14924,56.82199999998,61.98390243027217,61.98936935492852,164.0,245.98289070228995,58
15097,1,28.269024,56.82199999998,61.98390243027217,61.98936935492852,144.0,247.0271106781678,58
15098,1,28.388808,56.82199999998,61.98390243027217,61.98663586246479,131.0,248.07133065404562,58
15099,1,28.508592,56.82199999998,61.98390243027217,61.98663586246479,140.0,249.11555062992343,58
15100,1,28.628376,56.82199999998,61.98390243027217,61.98663586246479,134.0,250.15977060580124,58
15101,1,28.74816,56.82199999998,61.98390243027217,141.01246449970614,101.0,251.20399058167905,58
15102,1,28.867944,56.82199999998,61.98390243027217,141.01246449970614,101.0,252.2482105575569,58
15103,1,28.987728,56.82199999998,61.98663586246479,141.01246449970614,101.0,253.2906924811853,60
15104,1,29.107512,56.82199999998,61.98663586246479,61.99210290766338,48.0,254.3349052917922,60
15105,1,29.227296,56.82199999998,61.98663586246479,61.98936935492852,83.0,255.37911810239913,60
15106,1,29.34708,56.82199999998,59.010957116127756,61.98936935492852,114.0,258.4274925295129,50
15107,1,29.466864,56.82199999998,59.010957116127756,61.98936935492852,73.0,259.4798667317804,50
15108,1,29.586648,56.82199999998,59.010957116127756,59.01362418982685,70.0,260.5322409340479,50
15109,1,29.706432,56.82199999998,59.010957116127756,141.02071032410186,75.0,261.5846151363154,50
15110,1,29.826216,56.82199999998,61.98390243027217,141.02071032410186,75.0,260.6019703645795,58
15111,1,29.946,56.82199999998,61.98390243027217,61.98663586246479,75.0,261.6461903404573,58
15112,1,30.065784,56.82199999998,61.98390243027217,61.98936935492852,88.0,262.6904103163351,58
15113,1,30.185568,56.82199999998,61.98390243027217,61.98936935492852,88.0,263.7346302922129,58
15114,1,30.305352,56.82199999998,61.98663586246479,141.02483334664103,27.0,264.77703339786154,60
15115,1,30.54492,56.82199999998,61.98663586246479,61.98936935492852,61.0,266.86545901907544,60
15116,1,30.664704,56.82199999998,61.98663586246479,61.98936935492852,61.0,267.9096718296824,60
15117,1,30.784488,56.82199999998,61.98663586246479,61.99210290766338,42.0,268.9538846402893,60
15118,1,30.904272,56.82199999998,61.98936935492852,61.99210290766338,23.0,269.99624486414496,135
15119,1,31.263624,56.82199999998,61.98663586246479,61.98936935492852,22.0,273.13073588271703,60
15120,1,31.383408,56.82199999998,61.98663586246479,61.98936935492852,22.0,274.174948693324,60
15121,1,31.503192,56.82199999998,61.98663586246479,61.98936935492852,22.0,275.21916150393093,60
15122,1,32.221896,56.82199999998,61.98390243027217,61.98663586246479,27.0,281.4863698821359,58
15123,1,32.34168,56.82199999998,61.98390243027217,61.98663586246479,59.0,282.5305898580136,58
15124,1,32.461464,56.82199999998,61.98390243027217,61.98663586246479,57.0,283.5748098338915,58
15125,1,32.581248,56.82199999998,61.98390243027217,61.98663586246479,41.0,284.6190298097693,58
15126,1,33.180168,56.82199999998,61.98663586246479,61.98936935492852,46.0,289.838140852428,68
15127,1,33.299952,56.82199999998,61.98663586246479,61.98936935492852,99.0,290.8823536630349,68
15128,1,33.419736,56.82199999998,61.98663586246479,61.98936935492852,99.0,291.92656647364186,68
15129,1,33.53952,56.82199999998,61.98663586246479,61.98936935492852,52.0,292.9707792842488,68
15130,1,33.898872,56.82199999998,61.98936935492852,61.99210290766338,22.0,296.1013860081655,402
15131,1,34.018656,56.82199999998,61.98663586246479,61.98936935492852,22.0,297.14763052667655,68
15132,1,34.258224,56.82199999998,61.98390243027217,61.98663586246479,30.0,299.2381094720588,58
15133,1,34.378008,56.82199999998,61.98390243027217,61.98663586246479,30.0,300.28232944793666,58
15134,1,34.497792,56.82199999998,61.98390243027217,61.98663586246479,30.0,301.3265494238144,58
15135,1,34.617576,56.82199999998,116.96936405803875,116.97311908240987,23.0,279.3786898794468,195
15136,1,34.73736,56.82199999998,116.96936405803875,116.97311908240987,52.0,280.3435080375839,195
15137,1,34.857144,56.82199999998,116.96936405803875,116.97311908240987,52.0,281.3083261957209,195
15138,1,34.976928,56.82199999998,116.96936405803875,116.97311908240987,29.0,282.273144353858,195
15139,1,36.054984,56.82199999998,72.98977431313443,72.99274051235888,25.0,307.42396778722053,806
15140,1,36.174768,56.82199999998,72.98977431313443,72.99274051235888,40.0,308.44339240375086,806
15141,1,36.294552,56.82199999998,72.98977431313443,72.99274051235888,32.0,309.46281702028114,806
15142,1,37.252824,56.82199999998,61.98936935492852,61.99210290766338,24.0,325.3391440894686,369
15143,1,37.372608,56.82199999998,61.98936935492852,61.99210290766338,24.0,326.38334973522944,369
15144,1,40.12764,56.82199999998,61.98390243027217,61.98663586246479,32.0,350.40488829007205,139
15145,1,40.247424,56.82199999998,61.98390243027217,61.98663586246479,32.0,351.44910826594986,139
15146,1,40.367208,56.82199999998,61.98390243027217,61.98663586246479,32.0,352.49332824182767,139
15147,1,41.804616,56.82199999998,116.96185424721806,116.9656091510519,28.0,337.2698710079227,429
15148,1,41.9244,56.82199999998,116.96185424721806,116.9656091510519,49.0,338.2346951495916,429
15149,1,42.044184,56.82199999998,116.96185424721806,116.9656091510519,49.0,339.19951929126046,429
15150,1,42.163968,56.82199999998,116.96185424721806,116.9656091510519,21.0,340.16434343292934,429
15151,1,43.361808,56.82199999998,61.98663586246479,61.98936935492852,41.0,378.59622975401754,197
15152,1,43.481592,56.82199999998,61.98663586246479,61.98936935492852,68.0,379.64044256462444,197
15153,1,43.601376,56.82199999998,61.98663586246479,61.98936935492852,68.0,380.6846553752314,197
15154,1,43.72116,56.82199999998,61.98663586246479,61.98936935492852,28.0,381.72886818583834,197
15155,1,43.960728,56.82199999998,141.0042189163885,141.00834169785594,45.0,348.7468936119262,229
15156,1,44.080512,56.82199999998,141.0042189163885,141.00834169785594,45.0,349.6956939391778,229
15157,1,44.200296,56.82199999998,141.0042189163885,141.00834169785594,45.0,350.6444942664294,229
15158,1,45.877272,56.82199999998,116.96185424721806,116.9656091510519,21.0,370.0738918246648,88
15159,1,45.997056,56.82199999998,94.92153562969149,94.92491824202392,21.0,379.26934790268945,325
15160,1,46.11684,56.82199999998,94.92153562969149,94.92491824202392,21.0,380.2555744265133,325
15161,1,46.236624,56.82199999998,94.92153562969149,94.92491824202392,21.0,381.24180095033705,325
15162,1,46.595976,56.82199999998,59.010957116127756,59.01362418982685,35.0,409.9693776560304,430
15163,1,46.71576,56.82199999998,59.010957116127756,59.01362418982685,35.0,411.02175185829793,430
15164,1,46.835544,56.82199999998,59.010957116127756,59.01362418982685,35.0,412.0741260605654,430
15165,1,47.434464,56.82199999998,94.92153562969149,94.92491824202392,35.0,391.1040661885753,1165
15166,1,47.554248,56.82199999998,94.92153562969149,94.92491824202392,35.0,392.0902927123991,1165
15167,1,47.674032,56.82199999998,141.0042189163885,141.00834169785594,48.0,378.1597037567252,907
15168,1,47.793816,56.82199999998,141.0042189163885,141.00834169785594,48.0,379.1085040839768,907
15169,1,47.9136,56.82199999998,141.0042189163885,141.00834169785594,48.0,380.0573044112284,907
15170,1,49.830144,56.82199999998,141.0042189163885,141.00834169785594,33.0,395.2381096472537,94
15171,1,49.949928,56.82199999998,141.0042189163885,141.00834169785594,33.0,396.1869099745053,94
15172,1,50.069712,56.82199999998,141.0042189163885,141.00834169785594,23.0,397.1357103017569,94
15173,1,50.9082,56.82199999998,118.9641739212944,118.96796077197024,24.0,409.92841239139176,1166
15174,1,51.027984,56.82199999998,118.9641739212944,118.96796077197024,61.0,410.8916666399512,1166
15175,1,51.147768,56.82199999998,118.9641739212944,118.96796077197024,61.0,411.8549208885107,1166
15176,1,51.267552,56.82199999998,118.9641739212944,118.96796077197024,37.0,412.8181751370702,1166
15177,1,52.10604,56.82199999998,59.010957116127756,59.01362418982685,24.0,458.37859096033463,144
15178,1,52.225824,56.82199999998,59.010957116127756,59.01362418982685,31.0,459.43096516260215,144
15179,1,52.345608,56.82199999998,59.010957116127756,59.01362418982685,31.0,460.4833393648696,144
15180,1,53.423664,56.82199999998,116.96185424721806,116.9656091510519,30.0,430.8578127498048,149
15181,1,53.543448,56.82199999998,116.96185424721806,116.9656091510519,30.0,431.8226368914737,149
15182,1,53.663232,56.82199999998,116.96185424721806,116.9656091510519,30.0,432.78746103314256,149
15183,1,53.9028,56.82199999998,116.9656091510519,116.96936405803875,41.0,434.7157612873779,434
15184,1,54.022584,56.82199999998,116.9656091510519,116.96936405803875,41.0,435.6805824371907,434
15185,1,54.142368,56.82199999998,116.9656091510519,116.96936405803875,41.0,436.6454035870035,434
15186,1,55.10064,56.82199999998,141.00834169785594,141.01246449970614,109.0,436.9842654681699,1167
15187,1,55.220424,56.82199999998,141.00834169785594,141.01246449970614,109.0,437.9330634969935,1167
15188,1,55.340208,56.82199999998,61.98390243027217,141.01246449970614,109.0,483.02082522655525,146
15189,1,55.459992,56.82199999998,61.98390243027217,116.9656091510519,40.0,484.0650452024331,146
15190,1,55.579776,56.82199999998,116.96185424721806,116.9656091510519,30.0,448.2246472998448,149
15191,1,55.69956,56.82199999998,116.96185424721806,116.9656091510519,30.0,449.18947144151366,149
15192,1,56.777616,56.82199999998,61.98390243027217,61.98663586246479,27.0,495.5514649370892,146
15193,1,56.8974,56.82199999998,61.98390243027217,61.98663586246479,27.0,496.59568491296693,146
15194,1,57.017184,56.82199999998,61.98390243027217,61.98663586246479,27.0,497.6399048888448,146
15195,1,57.136968,56.82199999998,59.00829010269978,59.010957116127756,24.0,502.5819628402288,1168
15196,1,57.256752,56.82199999998,59.00829010269978,59.010957116127756,36.0,503.6343446966915,1168
15197,1,57.376536,56.82199999998,59.00829010269978,141.00834169785594,28.0,504.68672655315436,1168
15198,1,57.49632,56.82199999998,141.0042189163885,141.00834169785594,28.0,455.9613305913549,437
