Cluster,m/z_ion_center,DT_center,Peak Intensity,Amplitude_mz,Amplitude_dt
4572,431.02640999999994,22.488438838568253,416,416.0,431.685387735365
4573,431.97118,22.518827226822765,360,360.0,384.31084657366915
4574,456.96503000000007,22.40308294204387,303,303.0,330.5218830847049
4575,456.97245,22.4473787783112,523,523.0,540.4235617842239
4576,456.97987,22.435297665355286,382,382.0,385.7812614484277
4577,498.92115,22.625872915954417,2290,2290.0,2349.0856325135164
4578,498.92889999999994,22.609803948331734,1901,1901.0,1913.7763196979597
4579,498.93666,22.615898435438435,1234,1234.0,1247.7117573302867
4580,502.92296,22.64478767406449,1793,1793.0,1809.7849184043528
4581,502.9307500000001,22.640835386043964,4675,4675.0,4690.70333301051
4582,502.93853,22.635027527976526,5740,5740.0,5784.80008698259
4583,502.94631999999996,22.635367325886484,4481,4481.0,4518.419220384362
4584,502.95411,22.632459888030247,3005,3005.0,3041.41674615509
4585,505.93286,22.6716141162702,10071,10071.0,10331.762427262356
4586,505.94067,22.701363188412735,28503,28503.0,29609.157656915893
4587,505.94848,22.769727780677737,107692,107692.0,109857.33310521366
4588,505.9562900000001,22.79930349433738,247991,247991.0,255789.54210642198
4589,505.9640999999999,22.805196103878306,351281,351281.0,362208.018074419
4590,505.97191,22.806496926401678,340589,340589.0,351869.4342039786
4591,505.97972,22.807237984990024,261488,261488.0,270179.8523982715
4592,505.98752999999994,22.807225328388853,176463,176463.0,182364.41097729723
4593,506.89386,22.688820258975884,1777,1777.0,1848.4265242944696
4594,506.90168000000006,22.69589532131452,2138,2138.0,2224.003664498888
4595,506.90949,22.697474063253082,2640,2640.0,2774.9611035207727
4596,506.91731000000004,22.699560580547306,3240,3240.0,3331.302023518624
4597,506.92513,22.65879076555952,24738,24738.0,25139.546594776693
4598,506.93294,22.642988364254315,160651,160651.0,162950.51882836164
4599,507.01893,22.635665988302865,69781,69781.0,70582.98117288799
4600,507.02675000000005,22.634274074608935,61590,61590.0,62376.46710995124
4601,507.06584000000004,22.637292306009527,35260,35260.0,35603.198572611866
4602,507.07366,22.633135405082072,28826,28826.0,29132.396621015487
4603,507.08148000000006,22.63835892997444,25411,25411.0,25629.27853674893
4604,507.08930000000004,22.638930901188118,22849,22849.0,23138.326577880773
4605,507.09711,22.638563821669898,20575,20575.0,20749.751969281537
4606,507.10493,22.640940417748983,19025,19025.0,19281.969319729105
4607,507.11275,22.642940414388974,17574,17574.0,17752.934494725945
4608,507.12057000000004,22.639275484754048,16698,16698.0,16935.46813180932
4609,507.12839,22.637270240161854,15529,15529.0,15719.025662918695
4610,507.13621000000006,22.633231756746248,14183,14183.0,14493.360840805202
4611,507.14402,22.637627148185427,13622,13622.0,13799.69633177389
4612,507.15184,22.64238123706886,12773,12773.0,12962.232793851452
4613,507.15966,22.638249525260363,12093,12093.0,12278.564996298453
4614,507.16748,22.64323567574572,11338,11338.0,11474.273686058452
4615,507.17529999999994,22.63885852896802,11353,11353.0,11572.881320945811
4616,507.1831200000001,22.642404464818704,10458,10458.0,10647.969968569532
4617,507.19094000000007,22.641379539482852,9867,9867.0,9993.567409909809
4618,507.19875999999994,22.644807617847835,9291,9291.0,9413.284281994484
4619,507.20658,22.639887468276363,9212,9212.0,9349.806187229024
4620,507.2144,22.641059645611143,8723,8723.0,8855.30610359002
4621,507.2222099999999,22.64338620556415,8526,8526.0,8662.220645535373
4622,507.23003,22.64414832364166,8198,8198.0,8331.14160455075
4623,507.23785,22.644085250270106,7789,7789.0,7899.3937317033215
4624,507.24567,22.637714008135966,7800,7800.0,7918.303136118098
4625,507.25349,22.63862383266453,7540,7540.0,7674.361358856386
4626,507.2613099999999,22.64053375937987,7300,7300.0,7424.984099191864
4627,507.26913,22.64053635636555,7127,7127.0,7246.310181220439
4628,507.27695,22.63739298350522,6941,6941.0,7047.694845109627
4629,507.2847699999999,22.639768053773942,6591,6591.0,6683.602770221637
4630,507.29258999999996,22.64103388061424,6507,6507.0,6613.197096295329
4631,507.30041,22.637916492608888,6451,6451.0,6521.551654204121
4632,507.30823,22.63851837803811,6382,6382.0,6451.650101029008
4633,507.3160500000001,22.63261319483896,6096,6096.0,6164.154000015289
4634,507.32387,22.638303808675055,5802,5802.0,5859.868177146608
4635,507.33169,22.637739822585715,5862,5862.0,5945.5544206822515
4636,507.3395100000001,22.638564099070802,5683,5683.0,5746.252146781572
4637,507.34732999999994,22.64031131409421,5646,5646.0,5711.233365342473
4638,507.35515,22.64839926374365,5580,5580.0,5641.601806998477
4639,507.3629700000001,22.644628606447725,5412,5412.0,5479.8155391998325
4640,507.37079,22.638409813610174,5355,5355.0,5437.676560965615
4641,507.3786099999999,22.64168941845435,5265,5265.0,5338.671949125834
4642,507.40207,22.63815281930209,5092,5092.0,5149.365630534062
4643,507.4098900000001,22.639308885032843,4937,4937.0,5004.0295347979045
4644,507.41771,22.64462352999906,4932,4932.0,5006.294147441123
4645,507.42553000000004,22.641217579882394,4911,4911.0,4981.320538612861
4646,507.43336,22.64588468945794,4867,4867.0,4928.02317712206
4647,507.44118,22.642578219317002,4889,4889.0,4949.009707690776
4648,507.449,22.643345443788313,4755,4755.0,4828.7843356443655
4649,507.45682,22.6436714419057,4511,4511.0,4565.992529624947
4650,507.4646399999999,22.637757408416565,4317,4317.0,4363.159725726086
4651,507.47246,22.644839463034135,4333,4333.0,4377.731826180035
4652,507.48028000000005,22.643242464142133,4300,4300.0,4369.8355163120395
4653,507.4881,22.636447554382947,4057,4057.0,4121.996687783737
4654,507.49592000000007,22.633533452197728,4130,4130.0,4173.72764458498
4655,507.50375,22.630359439003772,4113,4113.0,4172.608451377838
4656,507.51157,22.632306042215294,3976,3976.0,4036.1221558109796
4657,507.51939,22.636191218185637,4014,4014.0,4085.0223813200073
4658,507.52721,22.634807061689354,3912,3912.0,3998.5101696414413
4659,507.53503,22.636036243951096,3858,3858.0,3921.1994656681236
4660,507.55850000000004,22.637357480089467,3746,3746.0,3788.600520483685
4661,507.56632,22.639567455735932,3719,3719.0,3740.7926425931496
4662,507.57414,22.63995227171133,3611,3611.0,3647.367919051366
4663,507.58196,22.645400531110603,3537,3537.0,3584.8741315588854
4664,507.58979000000005,22.642128219419586,3501,3501.0,3538.0265996514245
4665,507.59761000000003,22.638450016928473,3348,3348.0,3394.5138036199673
4666,507.60543000000007,22.646416458184568,3317,3317.0,3365.1901102677134
4667,507.61325,22.63880148163041,3191,3191.0,3236.241448029543
4668,507.6210699999999,22.638437671989333,3333,3333.0,3379.487520054739
4669,507.62890000000004,22.64220736660679,3299,3299.0,3329.791891203358
4670,507.63672,22.642390194962115,3234,3234.0,3259.104497994026
4671,507.64454,22.641879167604444,3219,3219.0,3265.655749890143
4672,507.6523599999999,22.642344284085684,3143,3143.0,3177.7040385153246
4673,507.66019,22.646960405385215,2867,2867.0,2933.3097125356653
4674,507.66801,22.639370486183687,2879,2879.0,2933.2085104380812
4675,507.67582999999996,22.641043468497944,3014,3014.0,3068.333290386574
4676,507.76971,22.640614322136177,2638,2638.0,2679.9653574819363
4677,507.79318,22.638475658248947,2782,2782.0,2842.687183987966
4678,507.801,22.64581908399221,2767,2767.0,2802.596020356816
4679,507.80883,22.64336197811838,2670,2670.0,2702.4994157350843
4680,507.95749000000006,22.75325040017367,21691,21691.0,21990.618270922845
4681,508.92824,22.64856805301044,5818,5818.0,5921.270471484616
4682,508.93607,22.645697625021917,18509,18509.0,18846.18062269143
4683,508.9439100000001,22.638042816009005,30358,30358.0,30687.839613331118
4684,508.95957,22.629450371630885,23406,23406.0,23733.67440390474
4685,508.96740000000005,24.07632048448475,18017,18017.0,18224.944508036086
4686,508.9752400000001,24.074639652828225,12856,12856.0,13021.468841665368
4687,508.98307,24.07533900565742,8754,8754.0,8889.324310530921
4688,508.9909,22.630838775221704,6194,6194.0,6303.044209855525
4689,508.9987299999999,22.627323193253225,4638,4638.0,4718.224055613616
4690,509.00657,22.63479964857468,3595,3595.0,3645.5553872949204
4691,100.99963,22.53248051804246,229,229.0,232.4735021181285
4692,248.97202,22.339999999999996,23,23.0,23.0
4693,258.97519,22.34,101,101.0,122.90912691241881
4694,267.2308,22.555736640944865,652,652.0,693.8926753238977
4695,267.23648000000003,22.604809961111123,310,310.0,340.11839540183183
4696,267.98619,22.91678438778354,119,119.0,124.70028807618978
4697,267.99186999999995,22.514705118023652,176,176.0,163.56839061496734
4698,267.99755,22.53916540353111,144,144.0,141.48924992644464
4699,269.24373,22.740214849457857,6300,6300.0,6356.619029920243
4700,269.24942999999996,22.733006641955793,5678,5678.0,5734.977178055783
4701,269.25512,22.723607121457537,2901,2901.0,2982.5045609514996
4702,270.13318,22.34,21,21.0,21.0
4703,270.13889,22.40597180102819,46,46.0,46.06745636059466
4704,277.18018,23.199849777094574,822,822.0,695.7941279096449
4705,283.10739,22.698020258525634,4513,4513.0,4714.403622630334
4706,283.11323,22.681474629546255,3370,3370.0,3510.149496974827
4707,283.11907,22.690835752092422,2026,2026.0,2098.4122589421404
4708,285.14982,22.412137140820352,155,155.0,156.39690318873852
4709,285.15569,22.36275972412375,57,57.0,59.861155124486594
4710,332.97244,22.392805920446584,48,48.0,48.12033061355236
4711,332.99145,22.33142857142857,28,28.0,28.0
4712,362.8981,22.340000000000003,27,27.0,27.0
4713,392.92669000000006,22.72245907993065,17149,17149.0,17849.600969069117
4714,392.93357000000003,22.709722856437097,24055,24055.0,25398.4602908671
4715,392.94045,22.705341581683438,17504,17504.0,18664.72620950904
4716,418.96642,22.422566378284415,158,158.0,178.22032504321004
4717,418.9735299999999,22.46,66,66.0,76.15694525176826
4718,427.98998,22.49238864844609,312,312.0,311.57465044213717
4719,427.99716,22.49929345828574,148,148.0,151.49393377813266
4720,428.9026600000001,22.46262268811969,135,135.0,153.23068876407572
4721,428.90985000000006,22.553591602943634,277,277.0,281.80230273150795
4722,429.51404999999994,22.491532206142672,465,465.0,469.1933716163493
4723,429.5212399999999,22.511201059379815,502,502.0,497.52461468914754
4724,429.52844000000005,22.513267152571142,443,443.0,440.740601355972
4725,429.53562999999997,22.513066775617837,446,446.0,453.01157716262924
4726,429.54283,22.485318128909306,420,420.0,426.69550342128883
4727,429.55722,22.491426461728054,418,418.0,421.39127032898443
4728,429.5644199999999,22.523777841736752,400,400.0,396.1458832548281
4729,429.57161,22.491670023238417,397,397.0,408.6959059968118
4730,429.57881000000003,22.501130344308006,381,381.0,380.35830641291216
4731,429.58599999999996,22.509223870825334,443,443.0,441.67615411942364
4732,429.5932,22.49331805831244,444,444.0,445.0317656116468
4733,429.6003999999999,22.507607227689288,383,383.0,385.0395756817337
4734,429.60758999999996,22.513433216622026,397,397.0,395.09609954890436
4735,429.6147900000001,22.504142309857063,371,371.0,375.24703228226025
4736,429.6219899999999,22.513230974485342,361,361.0,354.32745814108006
4737,429.62918,22.520645650904424,383,383.0,386.87179633413814
4738,429.6363799999999,22.502207999424392,344,344.0,349.6775290328617
4739,429.64357,22.507006084505356,369,369.0,369.13849709343515
4740,429.65077,22.49121816251534,317,317.0,325.98600675154296
4741,429.6579699999999,22.476794927268852,335,335.0,347.93737651803616
4742,429.66515999999996,22.483445866164107,291,291.0,296.6382942907349
4743,429.67235999999997,22.494214053375632,255,255.0,255.1115202667569
4744,429.67956000000004,22.482886011956488,253,253.0,263.89257831129163
4745,429.68675,22.492750724600516,315,315.0,318.5423275259595
4746,429.69395,22.483857051090343,282,282.0,290.9030485576296
4747,429.70115,22.496081031588464,273,273.0,274.0880412877217
4748,429.70834,22.500799312246315,275,275.0,268.6705339827974
4749,429.71554,22.479234847421537,249,249.0,255.0657039075222
4750,429.72274,22.48924443805234,344,344.0,353.89246452203145
4751,429.72994,22.46790408276544,303,303.0,321.79634158777026
4752,429.73713000000004,22.491736897098964,375,375.0,383.3120524097262
4753,429.74433,22.509952942743478,382,382.0,380.15009016230454
4754,429.75153000000006,22.49120100334201,348,348.0,346.3266052595768
4755,429.77312,22.49462884358094,264,264.0,271.9815153668147
4756,429.78031999999996,22.491751685171746,321,321.0,329.0973137017362
4757,429.78752,22.497762634532712,280,280.0,274.8052758507322
4758,429.79471,22.517239276531186,271,271.0,270.0102047240434
4759,429.80190999999996,22.478456979113105,277,277.0,294.1997442357895
4760,429.80911,22.46580952407962,206,206.0,222.46025270820525
4761,429.81631,22.522532944115454,281,281.0,288.9980164560974
4762,429.8235,22.5064945908988,255,255.0,256.074206783949
4763,429.8307,22.503655717278818,249,249.0,255.64252920059775
4764,429.83789999999993,22.478253484819195,192,192.0,199.87607660374033
4765,429.84510000000006,22.48823013239272,207,207.0,207.59082308939122
4766,429.8523,22.50106045182832,235,235.0,247.2670958169167
4767,429.86669,22.499239914600125,287,287.0,279.30967104463696
4768,429.87388999999996,22.484713195777566,244,244.0,260.0728793085156
4769,429.88109000000003,22.471501302374303,264,264.0,279.44374997033617
4770,429.88829,22.505573907878652,280,280.0,279.5782838943774
4771,429.89549,22.484541039962295,221,221.0,224.51690441280587
4772,429.90269,22.474171608931997,242,242.0,242.34330915931199
4773,429.90988,22.481646487773446,248,248.0,254.20727855810182
4774,429.91708,22.475849190913216,228,228.0,236.7910705129927
4775,429.92428,22.504733983727547,264,264.0,264.8919225584747
4776,429.93148,22.503291780220916,269,269.0,265.1826298357998
4777,429.93868,22.504170417375775,321,321.0,324.5198893266584
4778,429.94588000000005,22.51396578996429,429,429.0,430.971196511619
4779,430.07546999999994,22.488601535396676,473,473.0,479.0946237465545
4780,430.08267,22.493887918487815,365,365.0,371.27842007321993
4781,430.08987,22.49513118209844,261,261.0,263.44858675710987
4782,430.09707,22.47809347274691,253,253.0,263.40271749842947
4783,430.10427,22.468697800019537,195,195.0,205.53541945454748
4784,430.11147,22.502070239845747,169,169.0,173.35597888157963
4785,430.11867,22.484765942004067,180,180.0,184.98304038933733
4786,430.12587,22.480586778632308,170,170.0,177.52589882049213
4787,430.13307,22.505102552070625,156,156.0,158.12767247755963
4788,430.14027,22.51109082006928,202,202.0,199.39074039289412
4789,430.14747,22.500448997752876,195,195.0,196.85147911676154
4790,430.15468,22.51864697889651,187,187.0,189.83910234421595
4791,430.16188000000005,22.505222266944116,186,186.0,185.80595581836857
4792,430.16907999999995,22.513234785701734,172,172.0,173.44102130187628
4793,430.17627999999996,22.527319866325655,152,152.0,159.78106239496657
4794,430.20508,22.445179019217292,121,121.0,133.2723852098647
4795,430.21228,22.443692343683498,91,91.0,105.73827565195988
4796,430.23389,22.46316796471802,95,95.0,112.48232354198048
4797,430.26269,22.456595758940836,122,122.0,130.77542919100924
4798,430.83902,22.34,22,22.0,22.0
4799,431.03361,22.4700262874025,303,303.0,320.3964814217737
4800,431.04081999999994,22.471649744947673,260,260.0,271.5180817056328
4801,431.04803,22.480159010618205,206,206.0,210.58474624366244
4802,431.0552400000001,22.444149593253528,162,162.0,162.73010701772515
4803,431.06245,22.466243763010198,134,134.0,145.05771371239328
4804,431.06966,22.472698814266433,123,123.0,127.62595875746604
4805,431.9567400000001,22.46656529359851,145,145.0,158.3316445991595
4806,431.96396000000004,22.4860587581781,408,408.0,413.82399404569344
4807,431.97839,22.518690853274215,405,405.0,400.37445464877857
4808,431.98561,22.508126790429298,245,245.0,244.42815856561828
4809,452.80351999999993,22.34,103,103.0,103.0
4810,456.98729,22.407315259814574,166,166.0,166.2165002434643
4811,458.8223499999999,22.52307178776387,1397,1397.0,1433.4094466687066
4812,482.92877,22.449610427277367,138,138.0,149.19265648493558
4813,498.91339,22.666856449304976,1313,1313.0,1367.6306375887855
4814,498.94441,22.618987644066575,786,786.0,803.5642350669737
4815,498.9521700000001,22.61325508196006,427,427.0,438.7312480355902
4816,501.9424,22.813968920207213,1531,1531.0,1593.1929541757665
4817,501.95018000000005,22.79884617007608,2465,2465.0,2572.7979180407287
4818,501.95796000000007,22.78884436989838,2431,2431.0,2477.5879690645947
4819,501.96574,22.789340452386213,1605,1605.0,1644.3224251652705
4820,502.91518,22.603867995359817,282,282.0,275.87005594076254
4821,503.93565,22.63407106964121,364,364.0,378.4496449794248
4822,503.94345000000004,22.64900599830794,369,369.0,377.1960708048654
4823,504.93375999999995,22.685454688579604,615,615.0,649.6842622937188
4824,504.94157,22.746448582057,1515,1515.0,1509.092195450753
4825,504.94936999999993,22.796827014578955,4904,4904.0,5056.334537340103
4826,504.95716999999996,22.810253969390985,11016,11016.0,11514.28781694064
4827,504.96497000000005,22.81282913619497,12052,12052.0,12580.319246871315
4828,505.99534,22.805539803481075,118903,118903.0,122597.3614008967
4829,506.00314999999995,22.806597309518434,85949,85949.0,88743.58166692061
4830,506.01096,22.806928646605353,65929,65929.0,68167.62291933628
4831,506.0187699999999,22.80507517716788,51217,51217.0,53038.64849229499
4832,506.02658,22.808023371865666,41684,41684.0,43171.1922291592
4833,506.03439000000003,22.808673937674463,33908,33908.0,35364.38010269863
4834,506.0422,22.81378900827224,29426,29426.0,30792.95101968942
4835,506.05001,22.808661387445582,27234,27234.0,28473.307794724326
4836,506.86258999999995,22.782962104303493,1040,1040.0,1052.7390718933616
4837,506.87040999999994,22.74979959418098,1400,1400.0,1386.9402950332744
4838,506.87823,22.74514456090721,1510,1510.0,1517.9810488492678
4839,506.88604,22.72320773446395,1630,1630.0,1670.2377734178008
4840,507.38643,22.640851528738395,5303,5303.0,5384.176291745597
4841,507.39425,22.63694944751369,5100,5100.0,5171.224964747604
4842,507.54285,22.63875030141718,3675,3675.0,3752.6021804711063
4843,507.55068000000006,22.634139952379336,3725,3725.0,3780.706315374861
4844,507.68364999999994,22.640014541360397,3078,3078.0,3113.347665745087
4845,507.69147999999996,22.639929096505657,3041,3041.0,3095.396787664164
4846,507.6993,22.643183505309583,2979,2979.0,3045.0283563474154
4847,507.70712,22.643309520450178,3011,3011.0,3045.963708978482
4848,507.71495000000004,22.637363018733193,2870,2870.0,2932.8294180888124
4849,507.72277,22.641764042985354,2837,2837.0,2879.202552159874
4850,507.7305900000001,22.640575178815585,2811,2811.0,2860.0376922360224
4851,507.73842,22.63854815321837,2737,2737.0,2771.405708514419
4852,507.74623999999994,22.639197562367244,2612,2612.0,2659.4524201233057
4853,507.7540599999999,22.63858529191536,2586,2586.0,2616.437547467664
4854,507.76189,22.635135886291113,2493,2493.0,2525.8450419172304
4855,507.7775300000001,22.642325946169233,2659,2659.0,2699.741652705322
4856,507.7853600000001,22.6375769310713,2849,2849.0,2909.8212506379386
4857,507.81665,22.6423198562056,2632,2632.0,2677.734494340968
4858,507.8244699999999,22.642738916940658,2437,2437.0,2481.4733257349358
4859,507.8323,22.645365406200863,2354,2354.0,2375.2578775452475
4860,507.84012,22.640923622530128,2329,2329.0,2353.9511076820154
4861,507.84795000000014,22.644834671026377,2271,2271.0,2301.1828609635927
4862,507.85576999999995,22.64343089177873,2165,2165.0,2195.43716110654
4863,507.86359000000004,22.64354569604182,2173,2173.0,2206.4439353148273
4864,507.87141999999994,22.631360682483464,2217,2217.0,2257.741896759325
4865,507.87924,22.644169459754224,2098,2098.0,2139.7385364914526
4866,507.88707,22.64532011062708,2141,2141.0,2179.3317346582653
4867,507.8948899999999,22.63984748564163,2240,2240.0,2291.2791973060334
4868,507.90272000000004,22.63551967141964,2154,2154.0,2202.473677452486
4869,507.91053999999997,22.63546795645672,2167,2167.0,2212.169868025923
4870,507.91837,22.65086757030867,2062,2062.0,2119.8545221454037
4871,507.92618999999996,22.6470438390952,2625,2625.0,2644.7738033066453
4872,507.93401,22.65373758303288,4641,4641.0,4692.139439627359
4873,507.94184,22.67780212859268,9149,9149.0,9392.170578159483
4874,507.94966,22.717192801943323,15888,15888.0,16530.41335089565
4875,507.96531,22.76831920893626,20782,20782.0,21032.817252118122
4876,507.97314000000006,22.768571129071226,16329,16329.0,16505.585712138043
4877,507.98096000000004,22.7566789487904,11705,11705.0,11828.524247174844
4878,507.98879000000005,22.74619536367804,8515,8515.0,8626.168909719716
4879,507.9966099999999,22.737115212654654,6141,6141.0,6224.0663051362035
4880,508.0044399999999,22.71681117536137,4767,4767.0,4923.986440405288
4881,508.01226999999994,22.707312425018554,3675,3675.0,3812.2814480187744
4882,508.02009000000004,22.696100409241822,3048,3048.0,3216.272690004305
4883,508.02792,22.67899845706814,2822,2822.0,2929.461405207632
4884,508.0357399999999,22.681839345529834,2611,2611.0,2717.759668020363
4885,508.04357,22.679730419270758,2351,2351.0,2441.731658368801
4886,508.0513900000001,22.669227799994648,2421,2421.0,2478.754987814386
4887,508.05922000000004,22.666006112764,2142,2142.0,2187.499743876228
4888,508.0670400000001,22.661838711896443,2002,2002.0,2028.8383724241633
4889,508.0748699999999,22.655987048730875,1941,1941.0,1966.1548479393268
4890,508.08269999999993,22.65481054962794,1806,1806.0,1849.2254695077413
4891,508.09052,22.64233008602117,1650,1650.0,1678.196239143624
4892,508.09835000000004,22.64382778314171,1688,1688.0,1712.7994717938998
4893,508.1061700000001,22.62277961538709,1609,1609.0,1595.8875402862686
4894,508.11400000000003,22.643358026961476,1596,1596.0,1634.267191448077
4895,508.12183,22.64593129998613,1462,1462.0,1521.5342005211912
4896,508.12965,22.650442613520024,1514,1514.0,1540.5280559547214
4897,508.13748000000004,22.651328890986402,1391,1391.0,1432.8457201908584
4898,508.14529999999996,22.64998653330555,1267,1267.0,1303.3366283891771
4899,508.15313,22.639405082018662,1225,1225.0,1249.6343048947356
4900,508.16095999999993,22.64352766901486,1244,1244.0,1270.717492467205
4901,508.16877999999997,22.650429321590035,1208,1208.0,1226.7641375781245
4902,508.17661,22.640139264180316,1263,1263.0,1268.3017473912043
4903,508.18444,22.64103874213075,1164,1164.0,1187.8723173063527
4904,508.19226,22.650032509530693,1226,1226.0,1243.501310558983
4905,508.20009000000005,22.639824993946966,1108,1108.0,1139.008781374262
4906,508.20791999999994,22.641720991979344,1143,1143.0,1164.2836359188266
4907,508.21574000000004,22.636402717857024,1075,1075.0,1074.34764906866
4908,508.22356999999994,22.636814931528367,1051,1051.0,1062.4703993949222
4909,508.2314,22.64945998589003,1059,1059.0,1067.494550492727
4910,508.23922000000005,22.658596684649723,977,977.0,1016.3807601537088
4911,508.24705,22.6525398946535,973,973.0,982.8136450307354
4912,508.25488,22.662465861528204,948,948.0,982.7729757255921
4913,508.26271,22.646244814274496,862,862.0,873.0161117528127
4914,508.27053000000006,22.645178274607268,880,880.0,911.959952788466
4915,508.2783600000001,22.633551207257852,925,925.0,942.3654954795602
4916,508.28619000000003,22.619891984675597,809,809.0,808.9825846893547
4917,508.29402000000005,22.656562032395684,762,762.0,772.5404009019871
4918,508.3018400000001,22.66133179021441,847,847.0,863.4143182527131
4919,508.3096699999999,22.638245930594778,768,768.0,779.82408923281
4920,508.31750000000005,22.638633691572764,741,741.0,759.5152936660552
4921,508.32532999999995,22.64142747953902,813,813.0,839.4937942857106
4922,508.33315,22.636405062588956,694,694.0,703.8272394371267
4923,508.34098000000006,22.64353678568997,717,717.0,732.7178534856904
4924,508.34881,22.63041656343525,756,756.0,767.8602469730454
4925,508.35664000000014,22.639874354632198,764,764.0,773.3494678661338
4926,508.36447,22.646993554737097,675,675.0,687.4942308422129
4927,508.3722900000001,22.627096315559104,655,655.0,671.4781797919496
4928,508.38012000000003,22.63099455528964,700,700.0,713.4134497189934
4929,508.38795,22.643391296064408,665,665.0,679.2171993612706
4930,508.3957799999999,22.6383120748295,726,726.0,728.3353276071405
4931,508.40361,22.619768510552703,625,625.0,637.7609312290119
4932,508.4114400000001,22.617274543536116,562,562.0,577.3625805071
4933,508.41926000000007,22.616727678156273,581,581.0,585.4626477710792
4934,508.42709,22.619484932676418,599,599.0,609.3754910464733
4935,508.4349199999999,22.59260495738594,480,480.0,507.71452187304965
4936,508.44274999999993,22.61349326710093,579,579.0,568.9289665426691
4937,508.45057999999995,22.652082870635834,569,569.0,568.4021173274214
4938,508.45841,22.653617842972842,541,541.0,543.7003139266805
4939,508.46624,22.668672272754897,591,591.0,603.373352901024
4940,508.47406,22.630766227668634,581,581.0,590.3504976565199
4941,508.4818900000001,22.64680761439051,575,575.0,589.1363443494171
4942,508.48972000000003,22.6140739760506,513,513.0,522.1630397232594
4943,508.49755,22.639915757474384,599,599.0,620.4846026631681
4944,508.50538000000006,22.649624302021557,613,613.0,625.6974229205522
4945,508.51320999999996,22.63986997704896,550,550.0,560.25801691681
4946,508.52104,22.62298313969817,463,463.0,474.5476184430485
4947,508.52887,22.605661579396862,493,493.0,502.5898459146368
4948,508.5367,22.62268172206286,485,485.0,492.39686446911645
4949,508.5836699999999,22.605918154084737,414,414.0,421.8223970309382
4950,508.59149999999994,22.626251336602202,403,403.0,411.958665795593
4951,508.6149899999999,22.62280408795757,381,381.0,394.4083505928727
4952,508.63848,22.59109573074152,358,358.0,380.8506073750674
4953,508.71678999999995,22.625780117166805,315,315.0,315.26535084433095
4954,508.72462,22.61878750223343,324,324.0,325.15173196674846
4955,508.87342000000007,22.600093394703176,316,316.0,328.62470564672356
4956,508.91258,22.65763484468931,280,280.0,287.39179645214847
4957,508.92041,22.663530411629715,1064,1064.0,1081.830100602929
4958,509.0144,22.631760075107824,2811,2811.0,2861.7225840016895
4959,509.0222299999999,22.634918049042156,2400,2400.0,2434.7898923388184
4960,509.0300700000001,22.638544260564384,2064,2064.0,2101.063563419645
4961,509.0379,22.640589758611682,1922,1922.0,1952.9946433778193
4962,509.04573000000005,22.644002640062883,1700,1700.0,1721.5133552719121
4963,509.05357,22.64109915372366,1395,1395.0,1407.8558229540972
4964,509.0614,22.63660987918202,1272,1272.0,1279.589787602194
4965,509.06923000000006,22.63530025397794,933,933.0,943.7467077132786
4966,509.07707000000005,22.622283318974997,793,793.0,797.8415923284316
4967,509.0849,22.642001914347542,746,746.0,754.8121661046598
4968,509.0927300000001,22.638094875221835,651,651.0,659.0723900880676
4969,509.11624000000006,22.622403425375836,508,508.0,509.45674672045106
4970,509.12406999999996,22.651077451188076,495,495.0,510.51942923810395
4971,62.00303999999999,23.53750358680057,125,125.0,125.0
4972,101.00312,22.556069560703897,185,185.0,199.65567957316864
4973,101.00661,22.53106809762592,156,156.0,156.4549572965154
4974,101.0101,22.531595323111762,74,74.0,74.23908776795821
4975,172.00410000000002,22.97557419387124,79,79.0,79.24095702095538
4976,267.22513,22.624893487106174,292,292.0,294.28111459994153
4977,269.2380299999999,22.736253730764634,1744,1744.0,1747.248334126321
4978,269.26082,22.701945471041903,1102,1102.0,1172.569467247893
4979,277.1859600000001,23.300603103772765,912,912.0,823.4936159407221
4980,283.10155000000003,22.702044827974756,2589,2589.0,2720.502274645574
4981,283.12492,22.6820184294479,1005,1005.0,1034.469301987403
4982,283.13076,22.68700749656679,418,418.0,435.58962295471974
4983,293.17891,23.63720045865108,2316,2316.0,2508.9069656730003
4984,294.13084000000003,22.88721806250878,37231,37231.0,37641.624758641694
4985,294.13679999999994,22.88959757351607,32292,32292.0,32860.77711303856
4986,392.94733,22.706403157104848,8310,8310.0,8932.471671028678
4987,398.85371000000004,22.459999999999997,21,21.0,21.0
4988,402.88546,22.46,28,28.0,28.260582993932346
4989,402.89242999999993,22.58812777190503,45,45.0,47.91232755715844
4990,426.84154000000007,22.459999999999997,24,24.0,24.0
4991,426.84871,22.51298186934846,60,60.0,60.65591244301459
4992,428.00435,22.475839999999998,79,79.0,79.0
4993,428.89547,22.446993006993008,87,87.0,87.0
4994,430.18348,22.49118184577947,114,114.0,116.88670100936635
4995,430.19068000000004,22.530165921060227,146,146.0,146.35761863210348
4996,430.19788000000005,22.519042190184365,127,127.0,127.0028315751432
4997,430.21948000000003,22.53438974286296,138,138.0,138.7403713533365
4998,430.22669,22.52,119,119.0,119.0
4999,430.24109,22.517337176151482,91,91.0,91.01577849620374
5000,430.24829,22.46,50,50.0,50.0
5001,430.25549000000007,22.46593623255309,97,97.0,113.1119136469863
