Cluster,m/z_ion_center,DT_center,Retention Time (sec)_center,Peak Intensity,Amplitude_mz,Amplitude_dt,Amplitude_rt,Sigma_rt
27142,882.7920251383817,12.2297586666665,497.95300000002004,44.0,44.0,44.0,44.0,0.0
