Data file,C:\Users\grego\OneDrive - University of North Carolina at Chapel Hill\Academic\Data from Kimberley\O157_Lip_Allion_5bit_Pos_001_DI3.d.DeMP.d
Frame range,11,82
Frame time range,0.281,1.780,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Fragmentation Filter: High Only
Mass,Drift,Abundance
652.41140,7.50,16
652.42028,7.50,36
652.42916,7.50,42
118.13444,7.54,1
156.03550,7.54,319
156.09195,7.54,11
156.09629,7.54,0
156.10063,7.54,2
175.11111,7.54,157
175.14791,7.54,16
175.15251,7.54,11
175.18011,7.54,3
176.13828,7.54,3
219.10605,7.54,24
229.17959,7.54,18
244.12211,7.54,272
244.17642,7.54,28
244.19271,7.54,11
251.02359,7.54,80
430.39786,7.54,75
430.40507,7.54,24
430.41228,7.54,16
430.41950,7.54,13
430.42671,7.54,13
488.36374,7.54,3
504.27567,7.54,55
504.28347,7.54,44
504.29128,7.54,16
652.41140,7.54,31
652.42028,7.54,36
652.42916,7.54,42
118.13444,7.58,1
156.03550,7.58,319
156.09195,7.58,11
156.09629,7.58,0
156.10063,7.58,2
175.11111,7.58,60
175.17551,7.58,11
175.18011,7.58,3
176.11521,7.58,32
176.13828,7.58,3
210.06414,7.58,37
210.06917,7.58,45
210.07421,7.58,0
210.07925,7.58,10
219.10605,7.58,24
229.14802,7.58,123
229.16381,7.58,56
229.17959,7.58,38
244.12211,7.58,272
244.15469,7.58,88
244.16012,7.58,101
244.16555,7.58,71
244.17098,7.58,52
244.17642,7.58,73
244.19271,7.58,73
251.02359,7.58,80
430.39786,7.58,137
430.40507,7.58,61
430.41228,7.58,43
430.41950,7.58,33
430.42671,7.58,13
504.27567,7.58,55
504.28347,7.58,44
504.29128,7.58,16
504.29908,7.58,18
652.41140,7.58,31
652.42028,7.58,36
652.42916,7.58,42
109.09658,7.62,185
109.10021,7.62,98
109.10384,7.62,73
109.10747,7.62,106
109.11110,7.62,66
109.11473,7.62,47
109.11836,7.62,34
156.03550,7.62,108
175.17551,7.62,39
175.18011,7.62,25
176.11521,7.62,72
176.11982,7.62,41
176.12444,7.62,31
176.12905,7.62,24
210.05406,7.62,108
210.05910,7.62,0
210.06414,7.62,37
210.06917,7.62,89
210.07421,7.62,0
210.07925,7.62,56
210.08429,7.62,32
210.08933,7.62,0
210.09436,7.62,9
226.03342,7.62,94
229.14802,7.62,123
229.16381,7.62,56
229.17959,7.62,38
244.12211,7.62,419
244.15469,7.62,88
244.16012,7.62,101
244.16555,7.62,71
244.17098,7.62,52
244.17642,7.62,73
244.19271,7.62,62
251.06214,7.62,20
251.06765,7.62,0
251.07315,7.62,16
339.29325,7.62,191
339.29966,7.62,114
339.30606,7.62,86
339.31246,7.62,77
430.39786,7.62,180
430.40507,7.62,106
430.41228,7.62,76
430.41950,7.62,55
430.42671,7.62,16
430.43392,7.62,6
466.28290,7.62,87
466.35045,7.62,3
489.27821,7.62,24
489.28590,7.62,97
489.29358,7.62,59
489.30127,7.62,35
489.32434,7.62,33
504.23664,7.62,109
504.24445,7.62,81
504.29908,7.62,18
652.41140,7.62,15
997.54968,7.62,27
109.09658,7.66,185
109.10021,7.66,98
109.10384,7.66,73
109.10747,7.66,106
109.11110,7.66,66
109.11473,7.66,47
109.11836,7.66,34
175.17551,7.66,52
175.18011,7.66,25
176.11521,7.66,72
176.11982,7.66,41
176.12444,7.66,31
176.12905,7.66,24
210.05406,7.66,108
210.05910,7.66,0
210.06414,7.66,37
210.06917,7.66,89
210.07421,7.66,0
210.07925,7.66,56
210.08429,7.66,32
210.08933,7.66,0
210.09436,7.66,9
226.03342,7.66,94
229.14802,7.66,123
229.16381,7.66,56
229.17959,7.66,20
229.22169,7.66,11
244.12211,7.66,147
244.14926,7.66,163
244.15469,7.66,88
244.16012,7.66,101
244.16555,7.66,71
244.17098,7.66,52
244.17642,7.66,45
244.19271,7.66,62
251.06214,7.66,20
251.06765,7.66,0
251.07315,7.66,16
339.29325,7.66,191
339.29966,7.66,114
339.30606,7.66,86
339.31246,7.66,77
430.39786,7.66,134
430.40507,7.66,83
430.41228,7.66,60
430.41950,7.66,42
430.42671,7.66,16
430.43392,7.66,6
466.28290,7.66,87
466.35045,7.66,9
488.28694,7.66,53
488.29462,7.66,30
489.27821,7.66,24
489.28590,7.66,97
489.29358,7.66,59
489.30127,7.66,35
489.32434,7.66,33
504.23664,7.66,109
504.24445,7.66,81
504.29908,7.66,18
997.54968,7.66,27
109.09658,7.70,185
109.10021,7.70,98
109.10384,7.70,73
109.10747,7.70,106
109.11110,7.70,66
109.11473,7.70,47
109.11836,7.70,34
175.14791,7.70,29
175.15711,7.70,20
175.17551,7.70,41
175.18011,7.70,25
176.11521,7.70,40
176.11982,7.70,41
176.12444,7.70,31
176.12905,7.70,24
210.05406,7.70,108
210.06917,7.70,44
210.07421,7.70,0
210.07925,7.70,46
210.08429,7.70,32
210.08933,7.70,0
210.09436,7.70,9
226.03342,7.70,94
229.22169,7.70,11
244.12211,7.70,147
244.14926,7.70,163
251.06214,7.70,20
251.06765,7.70,0
251.07315,7.70,16
339.29325,7.70,191
339.29966,7.70,114
339.30606,7.70,86
339.31246,7.70,77
430.39786,7.70,72
430.40507,7.70,45
430.41228,7.70,33
430.41950,7.70,23
430.42671,7.70,16
430.43392,7.70,6
466.28290,7.70,87
466.34295,7.70,37
466.35045,7.70,9
466.39549,7.70,9
488.28694,7.70,53
488.29462,7.70,33
489.27821,7.70,24
489.28590,7.70,97
489.29358,7.70,59
489.30127,7.70,35
489.32434,7.70,33
504.23664,7.70,109
504.24445,7.70,81
997.54968,7.70,27
103.11813,7.74,236
103.12166,7.74,0
103.12519,7.74,154
103.12872,7.74,111
103.13931,7.74,48
103.16049,7.74,8
109.10021,7.74,127
109.10384,7.74,113
109.10747,7.74,83
109.11110,7.74,63
109.11473,7.74,42
109.11836,7.74,71
109.12200,7.74,52
109.12563,7.74,16
109.12926,7.74,27
109.13289,7.74,19
175.10652,7.74,135
175.14791,7.74,76
175.15251,7.74,19
175.15711,7.74,20
175.16171,7.74,5
175.17551,7.74,13
226.05432,7.74,4
226.05955,7.74,4
229.22169,7.74,11
244.11668,7.74,63
244.14926,7.74,163
440.28948,7.74,1
440.29677,7.74,21
466.32794,7.74,78
466.33544,7.74,0
466.34295,7.74,127
466.35045,7.74,6
466.35796,7.74,21
466.36547,7.74,39
466.39549,7.74,22
488.28694,7.74,53
488.29462,7.74,33
488.35606,7.74,31
489.27821,7.74,29
489.28590,7.74,22
489.32434,7.74,39
504.23664,7.74,56
504.26786,7.74,3
504.27567,7.74,0
504.28347,7.74,5
510.24854,7.74,429
510.25639,7.74,156
526.23116,7.74,39
696.41760,7.74,45
696.42677,7.74,0
696.43595,7.74,30
103.11813,7.78,236
103.12166,7.78,0
103.12519,7.78,154
103.12872,7.78,111
103.13931,7.78,48
103.16049,7.78,8
109.10021,7.78,127
109.10384,7.78,113
109.10747,7.78,83
109.11110,7.78,63
109.11473,7.78,42
109.11836,7.78,71
109.12200,7.78,52
109.12563,7.78,16
109.12926,7.78,27
109.13289,7.78,19
175.10652,7.78,135
175.14791,7.78,110
175.15251,7.78,19
175.15711,7.78,20
175.16171,7.78,5
175.18471,7.78,4
226.05432,7.78,4
226.05955,7.78,4
244.11668,7.78,63
440.25301,7.78,2
440.28948,7.78,1
440.29677,7.78,21
466.32794,7.78,78
466.33544,7.78,0
466.34295,7.78,182
466.35045,7.78,21
466.35796,7.78,21
466.36547,7.78,53
466.39549,7.78,22
488.29462,7.78,3
488.31766,7.78,28
488.34838,7.78,9
488.35606,7.78,57
488.36374,7.78,15
488.37143,7.78,12
488.37911,7.78,13
488.40215,7.78,6
489.27821,7.78,29
489.28590,7.78,22
489.32434,7.78,39
504.23664,7.78,56
504.26786,7.78,3
504.27567,7.78,0
504.28347,7.78,5
510.24854,7.78,506
510.25639,7.78,156
526.23116,7.78,39
620.31457,7.78,10
696.41760,7.78,85
696.42677,7.78,0
696.43595,7.78,56
103.11813,7.82,236
103.12166,7.82,0
103.12519,7.82,154
103.12872,7.82,111
103.13931,7.82,48
103.16049,7.82,8
109.10021,7.82,127
109.10384,7.82,113
109.10747,7.82,83
109.11110,7.82,63
109.11473,7.82,42
109.11836,7.82,71
109.12200,7.82,52
109.12563,7.82,16
109.12926,7.82,27
109.13289,7.82,19
175.10652,7.82,135
175.12951,7.82,300
175.13411,7.82,149
175.13871,7.82,108
175.14331,7.82,82
175.14791,7.82,144
175.15251,7.82,61
175.15711,7.82,37
175.16171,7.82,5
175.16631,7.82,37
175.17091,7.82,18
175.17551,7.82,16
175.18011,7.82,0
175.18471,7.82,22
226.05432,7.82,4
226.05955,7.82,4
244.11668,7.82,63
325.27305,7.82,65
440.25301,7.82,2
440.28948,7.82,1
440.29677,7.82,21
466.32794,7.82,78
466.33544,7.82,0
466.34295,7.82,145
466.35045,7.82,38
466.35796,7.82,21
466.36547,7.82,57
466.39549,7.82,12
488.29462,7.82,59
488.30230,7.82,47
488.30998,7.82,29
488.31766,7.82,132
488.32534,7.82,16
488.34070,7.82,7
488.34838,7.82,40
488.35606,7.82,57
488.36374,7.82,50
488.37143,7.82,37
488.37911,7.82,33
488.40215,7.82,21
489.27821,7.82,29
489.28590,7.82,22
489.32434,7.82,39
504.23664,7.82,56
504.26786,7.82,3
504.27567,7.82,0
504.28347,7.82,5
510.24854,7.82,506
510.25639,7.82,156
526.23116,7.82,39
620.31457,7.82,10
696.41760,7.82,85
696.42677,7.82,0
696.43595,7.82,56
109.09658,7.86,110
109.10747,7.86,115
121.09560,7.86,104
121.09943,7.86,115
175.11111,7.86,72
175.11571,7.86,186
175.12031,7.86,323
175.12491,7.86,403
175.12951,7.86,593
175.13411,7.86,324
175.13871,7.86,304
175.14331,7.86,251
175.14791,7.86,169
175.15251,7.86,122
175.15711,7.86,111
175.16171,7.86,0
175.16631,7.86,88
175.17091,7.86,39
175.17551,7.86,36
175.18011,7.86,0
175.18471,7.86,39
219.10091,7.86,52
219.10605,7.86,39
219.11120,7.86,29
325.27305,7.86,65
325.34201,7.86,7
440.24572,7.86,167
440.25301,7.86,75
440.26031,7.86,6
440.26760,7.86,6
440.27489,7.86,39
440.28218,7.86,30
440.28948,7.86,21
440.29677,7.86,6
466.34295,7.86,55
466.35045,7.86,38
466.35796,7.86,0
466.36547,7.86,30
488.27926,7.86,129
488.29462,7.86,59
488.30230,7.86,47
488.30998,7.86,29
488.31766,7.86,238
488.32534,7.86,115
488.33302,7.86,0
488.34070,7.86,7
488.34838,7.86,40
488.35606,7.86,26
488.36374,7.86,61
488.37143,7.86,46
488.37911,7.86,55
488.38679,7.86,26
488.39447,7.86,0
488.40215,7.86,20
489.31665,7.86,16
502.30291,7.86,17
510.24854,7.86,76
526.31089,7.86,4
526.31886,7.86,7
620.31457,7.86,10
620.32323,7.86,0
620.33189,7.86,1
620.34054,7.86,0
620.34920,7.86,4
696.41760,7.86,50
696.42677,7.86,0
696.43595,7.86,33
109.09658,7.90,110
109.10747,7.90,115
121.09560,7.90,104
121.09943,7.90,115
175.11111,7.90,72
175.11571,7.90,186
175.12031,7.90,323
175.12491,7.90,403
175.12951,7.90,721
175.13411,7.90,324
175.13871,7.90,304
175.14331,7.90,251
175.14791,7.90,135
175.15251,7.90,122
175.15711,7.90,132
175.16171,7.90,0
175.16631,7.90,88
175.17091,7.90,39
175.17551,7.90,36
175.18011,7.90,0
175.18471,7.90,34
219.10091,7.90,52
219.10605,7.90,39
219.11120,7.90,29
325.27305,7.90,65
325.34201,7.90,7
440.24572,7.90,167
440.25301,7.90,73
440.26031,7.90,6
440.26760,7.90,6
440.27489,7.90,39
440.28218,7.90,30
440.28948,7.90,21
440.29677,7.90,6
466.35045,7.90,17
466.35796,7.90,0
466.36547,7.90,16
488.27926,7.90,129
488.29462,7.90,59
488.30230,7.90,47
488.30998,7.90,29
488.31766,7.90,209
488.32534,7.90,115
488.33302,7.90,0
488.34070,7.90,7
488.34838,7.90,31
488.35606,7.90,0
488.36374,7.90,46
488.37143,7.90,34
488.37911,7.90,42
488.38679,7.90,26
488.39447,7.90,0
488.40215,7.90,15
489.31665,7.90,16
502.30291,7.90,17
526.31089,7.90,4
526.31886,7.90,7
620.33189,7.90,1
620.34054,7.90,0
620.34920,7.90,4
696.41760,7.90,9
696.42677,7.90,0
696.43595,7.90,6
109.09658,7.94,110
109.10747,7.94,115
121.09560,7.94,104
121.09943,7.94,115
175.11111,7.94,72
175.11571,7.94,186
175.12031,7.94,323
175.12491,7.94,403
175.12951,7.94,420
175.13411,7.94,176
175.13871,7.94,197
175.14331,7.94,169
175.14791,7.94,72
175.15251,7.94,80
175.15711,7.94,95
175.16171,7.94,0
175.16631,7.94,51
175.17091,7.94,21
175.17551,7.94,23
175.18011,7.94,0
175.18471,7.94,17
219.10091,7.94,52
219.10605,7.94,39
219.11120,7.94,29
325.34201,7.94,7
440.24572,7.94,167
440.25301,7.94,73
440.26031,7.94,6
440.26760,7.94,6
440.27489,7.94,39
440.28218,7.94,30
440.28948,7.94,21
440.29677,7.94,6
466.36547,7.94,12
488.27926,7.94,129
488.31766,7.94,104
488.32534,7.94,99
488.36374,7.94,11
488.37143,7.94,9
488.37911,7.94,22
488.38679,7.94,26
489.31665,7.94,16
502.30291,7.94,17
526.31089,7.94,4
526.31886,7.94,7
620.33189,7.94,1
620.34054,7.94,0
620.34920,7.94,4
696.41760,7.94,9
696.42677,7.94,0
696.43595,7.94,6
109.09658,7.98,42
109.10021,7.98,75
109.10384,7.98,72
109.10747,7.98,63
109.11110,7.98,55
109.11473,7.98,37
109.11836,7.98,25
109.12200,7.98,25
109.12563,7.98,0
109.12926,7.98,12
156.06155,7.98,51
175.12031,7.98,221
175.12491,7.98,146
175.12951,7.98,198
175.15711,7.98,21
175.16631,7.98,2
175.17551,7.98,3
235.08399,7.98,48
235.08931,7.98,38
235.10530,7.98,16
235.11063,7.98,15
235.11596,7.98,14
235.12129,7.98,17
235.13728,7.98,5
325.26051,7.98,8
339.29325,7.98,301
339.29966,7.98,274
339.30606,7.98,191
339.33167,7.98,50
441.26000,7.98,25
441.26730,7.98,0
441.27460,7.98,7
488.37143,7.98,3
489.27821,7.98,71
504.30689,7.98,10
504.31469,7.98,11
652.46467,7.98,22
652.47355,7.98,6
652.48243,7.98,15
109.09658,8.02,42
109.10021,8.02,75
109.10384,8.02,72
109.10747,8.02,63
109.11110,8.02,55
109.11473,8.02,37
109.11836,8.02,25
109.12200,8.02,25
109.12563,8.02,0
109.12926,8.02,12
156.04853,8.02,164
156.06155,8.02,110
175.12031,8.02,468
175.12491,8.02,307
175.12951,8.02,163
175.16631,8.02,2
175.17551,8.02,3
235.05734,8.02,165
235.06267,8.02,178
235.06800,8.02,125
235.07333,8.02,87
235.07866,8.02,72
235.08399,8.02,100
235.08931,8.02,84
235.10530,8.02,37
235.11063,8.02,15
235.11596,8.02,27
235.12129,8.02,26
235.12662,8.02,7
235.13195,8.02,0
235.13728,8.02,5
325.26051,8.02,8
325.26678,8.02,54
325.27305,8.02,53
325.32947,8.02,5
339.29325,8.02,301
339.29966,8.02,274
339.30606,8.02,191
339.33167,8.02,50
441.26000,8.02,25
441.26730,8.02,0
441.27460,8.02,7
488.37143,8.02,3
489.27821,8.02,71
504.30689,8.02,10
504.31469,8.02,11
652.46467,8.02,22
652.47355,8.02,6
652.48243,8.02,15
103.13225,8.06,57
103.14284,8.06,26
109.09658,8.06,42
109.10021,8.06,75
109.10384,8.06,72
109.10747,8.06,63
109.11110,8.06,55
109.11473,8.06,37
109.11836,8.06,25
109.12200,8.06,25
109.12563,8.06,0
109.12926,8.06,12
156.04853,8.06,164
156.06155,8.06,110
175.12031,8.06,468
175.12491,8.06,307
175.12951,8.06,289
175.14331,8.06,22
175.16631,8.06,2
175.18471,8.06,1
235.05734,8.06,165
235.06267,8.06,178
235.06800,8.06,171
235.07333,8.06,122
235.07866,8.06,97
235.08399,8.06,100
235.08931,8.06,141
235.09464,8.06,63
235.10530,8.06,64
235.11063,8.06,31
235.11596,8.06,43
235.12129,8.06,38
235.12662,8.06,21
235.13195,8.06,0
235.13728,8.06,5
325.26051,8.06,8
325.26678,8.06,204
325.27305,8.06,212
325.27932,8.06,191
325.28559,8.06,151
325.29812,8.06,199
325.30439,8.06,155
325.31066,8.06,43
325.31693,8.06,78
325.32320,8.06,0
325.32947,8.06,43
339.29325,8.06,301
339.29966,8.06,274
339.30606,8.06,191
339.33167,8.06,50
441.26000,8.06,25
441.26730,8.06,0
441.27460,8.06,7
488.37143,8.06,3
489.27821,8.06,71
504.30689,8.06,10
504.31469,8.06,11
652.46467,8.06,22
652.47355,8.06,6
652.48243,8.06,15
103.12519,8.10,102
103.12872,8.10,99
103.13225,8.10,221
103.13578,8.10,51
103.13931,8.10,92
103.14284,8.10,68
103.14637,8.10,22
103.14990,8.10,18
103.15343,8.10,11
103.15696,8.10,13
103.16049,8.10,24
103.16402,8.10,16
103.16755,8.10,13
103.17108,8.10,0
103.17461,8.10,20
103.17814,8.10,8
156.03984,8.10,191
156.04419,8.10,387
156.04853,8.10,302
156.05287,8.10,199
156.05721,8.10,143
156.06155,8.10,165
156.06590,8.10,38
156.07024,8.10,32
156.07458,8.10,32
156.07892,8.10,42
156.08326,8.10,0
156.08761,8.10,27
156.09195,8.10,20
156.09629,8.10,14
156.10063,8.10,12
175.11571,8.10,359
175.12031,8.10,246
175.12491,8.10,160
175.12951,8.10,347
175.14331,8.10,58
175.14791,8.10,34
175.15251,8.10,21
175.15711,8.10,16
175.16171,8.10,12
175.16631,8.10,0
175.17091,8.10,11
175.18471,8.10,4
192.04098,8.10,93
192.04580,8.10,142
192.05061,8.10,51
192.05543,8.10,34
192.06025,8.10,19
192.06506,8.10,39
192.06988,8.10,37
192.07470,8.10,36
235.04668,8.10,126
235.05734,8.10,165
235.06267,8.10,250
235.06800,8.10,241
235.07333,8.10,175
235.07866,8.10,133
235.08399,8.10,52
235.08931,8.10,214
235.09464,8.10,103
235.10530,8.10,75
235.11063,8.10,60
235.11596,8.10,47
235.12129,8.10,35
235.12662,8.10,36
325.26678,8.10,384
325.27305,8.10,402
325.27932,8.10,418
325.28559,8.10,357
325.29185,8.10,0
325.29812,8.10,199
325.30439,8.10,260
325.31066,8.10,43
325.31693,8.10,128
325.32320,8.10,0
325.32947,8.10,67
325.33574,8.10,20
488.27926,8.10,64
488.28694,8.10,82
488.29462,8.10,0
488.30230,8.10,11
518.31981,8.10,14
518.33564,8.10,16
518.34355,8.10,4
526.31886,8.10,2
548.30445,8.10,120
548.31259,8.10,101
548.32073,8.10,69
548.32887,8.10,66
548.33701,8.10,35
652.40252,8.10,318
652.45579,8.10,38
103.12166,8.14,37
103.12519,8.14,153
103.12872,8.14,250
103.13225,8.14,339
103.13578,8.14,128
103.13931,8.14,172
103.14284,8.14,122
103.14637,8.14,36
103.14990,8.14,48
103.15343,8.14,33
103.15696,8.14,37
103.16049,8.14,48
103.16402,8.14,31
103.16755,8.14,25
103.17108,8.14,0
103.17461,8.14,38
103.17814,8.14,17
156.03984,8.14,191
156.04419,8.14,387
156.04853,8.14,138
156.05287,8.14,199
156.05721,8.14,143
156.06155,8.14,106
156.06590,8.14,38
156.07024,8.14,32
156.07458,8.14,32
156.07892,8.14,42
156.08326,8.14,0
156.08761,8.14,27
156.09195,8.14,20
156.09629,8.14,14
156.10063,8.14,12
175.11571,8.14,359
175.12951,8.14,255
175.14331,8.14,58
175.14791,8.14,34
175.15251,8.14,21
175.15711,8.14,16
175.16171,8.14,12
175.16631,8.14,0
175.17091,8.14,11
175.18471,8.14,4
192.03135,8.14,109
192.03616,8.14,0
192.04098,8.14,293
192.04580,8.14,235
192.05061,8.14,51
192.05543,8.14,34
192.06025,8.14,53
192.06506,8.14,39
192.06988,8.14,79
192.07470,8.14,76
235.04668,8.14,126
235.06267,8.14,72
235.06800,8.14,116
235.07333,8.14,88
235.07866,8.14,61
235.08931,8.14,168
235.09464,8.14,103
235.10530,8.14,54
235.11063,8.14,60
235.11596,8.14,34
235.12129,8.14,26
235.12662,8.14,29
325.26678,8.14,330
325.27305,8.14,349
325.27932,8.14,418
325.28559,8.14,357
325.29185,8.14,0
325.29812,8.14,199
325.30439,8.14,260
325.31066,8.14,43
325.31693,8.14,128
325.32320,8.14,0
325.32947,8.14,62
325.33574,8.14,20
430.39065,8.14,5
488.27926,8.14,64
488.28694,8.14,83
488.29462,8.14,0
488.30230,8.14,11
518.31981,8.14,14
518.33564,8.14,16
518.34355,8.14,4
526.31886,8.14,2
548.30445,8.14,120
548.31259,8.14,101
548.32073,8.14,69
548.32887,8.14,66
548.33701,8.14,35
652.40252,8.14,318
652.45579,8.14,38
103.12166,8.18,145
103.12519,8.18,256
103.12872,8.18,334
103.13225,8.18,346
103.13578,8.18,173
103.13931,8.18,208
103.14284,8.18,122
103.14637,8.18,54
103.14990,8.18,60
103.15343,8.18,43
103.15696,8.18,49
103.16049,8.18,65
103.16402,8.18,46
103.16755,8.18,34
103.17108,8.18,0
103.17461,8.18,46
103.17814,8.18,25
156.03984,8.18,191
156.04419,8.18,387
156.04853,8.18,138
156.05287,8.18,199
156.05721,8.18,143
156.06155,8.18,106
156.06590,8.18,38
156.07024,8.18,32
156.07458,8.18,32
156.07892,8.18,42
156.08326,8.18,0
156.08761,8.18,27
156.09195,8.18,20
156.09629,8.18,14
156.10063,8.18,12
175.11571,8.18,359
175.12951,8.18,129
175.14331,8.18,36
175.14791,8.18,34
175.15251,8.18,21
175.15711,8.18,16
175.16171,8.18,12
175.16631,8.18,0
175.17091,8.18,11
175.18471,8.18,3
192.03135,8.18,109
192.03616,8.18,0
192.04098,8.18,293
192.04580,8.18,235
192.05061,8.18,51
192.05543,8.18,34
192.06025,8.18,53
192.06506,8.18,39
192.06988,8.18,79
192.07470,8.18,116
192.09396,8.18,6
235.04668,8.18,126
235.06267,8.18,72
235.06800,8.18,70
235.07333,8.18,53
235.07866,8.18,36
235.08931,8.18,111
235.09464,8.18,40
235.10530,8.18,28
235.11063,8.18,44
235.11596,8.18,18
235.12129,8.18,14
235.12662,8.18,16
325.26678,8.18,180
325.27305,8.18,191
325.27932,8.18,227
325.28559,8.18,206
325.30439,8.18,105
325.31066,8.18,0
325.31693,8.18,50
325.32320,8.18,0
325.32947,8.18,24
325.33574,8.18,20
430.39065,8.18,58
430.39786,8.18,39
430.40507,8.18,28
488.27926,8.18,64
488.28694,8.18,83
488.29462,8.18,0
488.30230,8.18,11
518.31981,8.18,14
518.33564,8.18,16
518.34355,8.18,4
526.31886,8.18,2
548.30445,8.18,120
548.31259,8.18,101
548.32073,8.18,69
548.32887,8.18,66
548.33701,8.18,35
652.40252,8.18,318
652.45579,8.18,38
103.12166,8.22,145
103.12519,8.22,300
103.12872,8.22,346
103.13225,8.22,269
103.13578,8.22,181
103.13931,8.22,159
103.14284,8.22,113
103.14637,8.22,54
103.14990,8.22,58
103.15343,8.22,45
103.15696,8.22,48
103.16049,8.22,52
103.16402,8.22,39
103.16755,8.22,34
103.17108,8.22,0
103.17461,8.22,26
103.17814,8.22,36
156.06590,8.22,34
156.07024,8.22,0
156.07458,8.22,37
156.07892,8.22,19
156.09195,8.22,44
156.09629,8.22,0
156.10063,8.22,4
175.10652,8.22,102
175.17551,8.22,1
175.18931,8.22,4
192.03135,8.22,109
192.03616,8.22,0
192.04098,8.22,200
192.04580,8.22,93
192.06025,8.22,33
192.06506,8.22,0
192.06988,8.22,42
192.07470,8.22,80
192.09396,8.22,6
194.01601,8.22,210
194.02085,8.22,189
194.02569,8.22,135
194.03053,8.22,57
213.15334,8.22,188
213.15842,8.22,208
213.16349,8.22,161
213.16857,8.22,0
213.17364,8.22,89
339.29325,8.22,189
339.29966,8.22,131
339.30606,8.22,117
339.31246,8.22,91
430.39065,8.22,58
430.39786,8.22,39
430.40507,8.22,28
476.26529,8.22,64
476.27288,8.22,31
476.28046,8.22,22
476.28805,8.22,20
476.29563,8.22,14
476.30322,8.22,13
476.31080,8.22,4
488.28694,8.22,1
510.34275,8.22,6
510.35061,8.22,5
1025.57221,8.22,395
103.12166,8.26,108
103.12519,8.26,249
103.12872,8.26,196
103.13225,8.26,151
103.13578,8.26,104
103.13931,8.26,79
103.14284,8.26,59
103.14637,8.26,39
103.14990,8.26,29
103.15343,8.26,23
103.15696,8.26,25
103.16049,8.26,28
103.16402,8.26,23
103.16755,8.26,22
103.17108,8.26,0
103.17461,8.26,9
103.17814,8.26,27
156.06590,8.26,34
156.07024,8.26,0
156.07458,8.26,37
156.07892,8.26,19
156.09195,8.26,44
156.09629,8.26,0
156.10063,8.26,4
175.10652,8.26,102
175.11571,8.26,147
175.14331,8.26,47
175.14791,8.26,32
175.15251,8.26,27
175.17551,8.26,1
175.18931,8.26,4
192.07470,8.26,40
192.09396,8.26,6
194.01601,8.26,210
194.02085,8.26,189
194.02569,8.26,135
194.03053,8.26,57
213.15334,8.26,188
213.15842,8.26,208
213.16349,8.26,161
213.16857,8.26,0
213.17364,8.26,89
339.29325,8.26,189
339.29966,8.26,131
339.30606,8.26,117
339.31246,8.26,91
430.39065,8.26,54
430.39786,8.26,39
430.40507,8.26,28
476.26529,8.26,64
476.27288,8.26,51
476.28046,8.26,22
476.28805,8.26,20
476.29563,8.26,14
476.30322,8.26,13
476.31080,8.26,4
510.34275,8.26,6
510.35061,8.26,5
1025.57221,8.26,395
103.12519,8.30,146
103.12872,8.30,112
103.13225,8.30,87
103.13578,8.30,60
103.13931,8.30,42
103.14284,8.30,33
103.14637,8.30,22
103.14990,8.30,16
103.15343,8.30,13
103.15696,8.30,13
103.16049,8.30,10
103.16402,8.30,9
103.16755,8.30,13
103.17108,8.30,0
103.17461,8.30,1
103.17814,8.30,18
156.06590,8.30,34
156.07024,8.30,0
156.07458,8.30,37
156.07892,8.30,19
156.09195,8.30,44
156.09629,8.30,0
156.10063,8.30,4
175.10652,8.30,102
175.11111,8.30,173
175.11571,8.30,197
175.14331,8.30,47
175.14791,8.30,82
175.15251,8.30,73
175.16171,8.30,11
175.16631,8.30,0
175.17091,8.30,4
175.17551,8.30,1
175.18931,8.30,4
194.01601,8.30,210
194.02085,8.30,189
194.02569,8.30,135
194.03053,8.30,57
213.15334,8.30,188
213.15842,8.30,208
213.16349,8.30,161
213.16857,8.30,0
213.17364,8.30,89
339.29325,8.30,189
339.29966,8.30,131
339.30606,8.30,117
339.31246,8.30,91
476.26529,8.30,64
476.27288,8.30,64
476.28046,8.30,22
476.28805,8.30,20
476.29563,8.30,14
476.30322,8.30,13
476.31080,8.30,4
510.25639,8.30,45
510.26424,8.30,69
510.27209,8.30,43
510.27994,8.30,13
510.34275,8.30,6
510.35061,8.30,5
1025.57221,8.30,395
156.10932,8.34,9
175.11111,8.34,173
175.11571,8.34,197
175.14331,8.34,47
175.14791,8.34,142
175.15251,8.34,73
175.16171,8.34,11
175.16631,8.34,0
175.17091,8.34,32
175.17551,8.34,0
175.18011,8.34,19
175.18471,8.34,13
175.18931,8.34,12
175.20311,8.34,12
192.09878,8.34,6
192.10360,8.34,0
192.10842,8.34,2
213.15334,8.34,6
226.01252,8.34,47
226.01774,8.34,122
226.02297,8.34,102
226.02819,8.34,104
226.03342,8.34,88
