Data file,W:\Sampler Research\Paired Analysis\Demultiplexed\Tune Mix Folder 2\87 2046 - Mitra.d.DeMP.d
Frame range,168,785
Frame time range,3.037,14.058,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Mass,Drift,Abundance
116.09776,0.17,24
140.14811,0.17,214
280.44182,0.17,27
296.47538,0.17,603
298.47958,0.17,25
140.14811,0.33,51
420.73552,0.33,266
116.09776,0.50,55
140.14811,0.50,68
420.73552,0.50,266
116.09776,0.67,64
140.14811,0.67,197
264.40825,0.67,22
312.50895,0.67,27
420.73552,0.67,266
140.14811,0.83,284
312.50895,0.83,53
116.09776,1.00,23
140.14811,1.00,305
206.28657,1.00,22
264.40825,1.00,27
312.50895,1.00,53
140.14811,1.17,190
206.28657,1.17,22
140.14811,1.33,218
248.37468,1.33,781
599.10894,1.33,98
140.14811,1.50,439
248.37468,1.50,781
296.47538,1.50,23
324.53412,1.50,113
599.10894,1.50,98
140.14811,1.67,624
324.53412,1.67,113
140.14811,1.83,685
218.31175,1.83,22
280.44182,1.83,22
296.47538,1.83,54
310.50475,1.83,4643
324.53412,1.83,723
328.54251,1.83,54
338.56349,1.83,159
140.14811,2.00,235
218.31175,2.00,22
310.50475,2.00,4760
324.53412,2.00,723
328.54251,2.00,54
338.56349,2.00,159
140.14811,2.17,73
218.31175,2.17,22
310.50475,2.17,116
140.14811,2.34,326
296.47538,2.34,21
310.50475,2.34,116
140.14811,2.50,292
296.47538,2.50,57
140.14811,2.67,179
296.47538,2.67,57
324.53412,2.67,22
370.63063,2.67,32
61.98448,2.84,22
116.09776,2.84,50
140.14811,2.84,303
254.38727,2.84,23
324.53412,2.84,178
366.62223,2.84,75
370.63063,2.84,32
116.09776,3.00,50
140.14811,3.00,335
254.38727,3.00,23
264.40825,3.00,22
324.53412,3.00,178
366.62223,3.00,120
140.14811,3.17,349
254.38727,3.17,23
264.40825,3.17,22
310.50475,3.17,29
366.62223,3.17,138
140.14811,3.34,576
296.47538,3.34,44
310.50475,3.34,29
140.14811,3.50,1027
254.38727,3.50,29
296.47538,3.50,115
310.50475,3.50,85
140.14811,3.67,1857
254.38727,3.67,29
296.47538,3.67,115
310.50475,3.67,85
324.53412,3.67,38
366.62223,3.67,62
398.68937,3.67,42
472.84461,3.67,826
474.84881,3.67,87
140.14811,3.84,1319
324.53412,3.84,38
366.62223,3.84,62
398.68937,3.84,42
472.84461,3.84,826
474.84881,3.84,87
140.14811,4.00,641
310.50475,4.00,32
324.53412,4.00,87
398.68937,4.00,42
140.14811,4.17,683
310.50475,4.17,32
324.53412,4.17,49
116.09776,4.34,39
140.14811,4.34,1002
420.73552,4.34,38
116.09776,4.50,64
140.14811,4.50,1052
254.38727,4.50,23
310.50475,4.50,35
420.73552,4.50,38
116.09776,4.67,21
140.14811,4.67,764
310.50475,4.67,35
338.56349,4.67,85
116.09776,4.84,32
140.14811,4.84,1127
290.46279,4.84,28
338.56349,4.84,167
368.62643,4.84,46
116.09776,5.00,63
140.14811,5.00,1029
218.31175,5.00,49
290.46279,5.00,30
324.53412,5.00,29
338.56349,5.00,59
116.09776,5.17,113
140.14811,5.17,789
218.31175,5.17,264
324.53412,5.17,29
338.56349,5.17,59
116.09776,5.34,108
140.14811,5.34,582
218.31175,5.34,196
324.53412,5.34,29
140.14811,5.50,897
310.50475,5.50,38
324.53412,5.50,209
338.56349,5.50,1130
140.14811,5.67,1115
310.50475,5.67,38
324.53412,5.67,209
338.56349,5.67,1130
140.14811,5.84,533
324.53412,5.84,21
140.14811,6.00,277
324.53412,6.00,21
116.09776,6.17,21
140.14811,6.17,253
324.53412,6.17,21
480.86139,6.17,52
116.09776,6.34,21
140.14811,6.34,360
324.53412,6.34,21
480.86139,6.34,52
140.14811,6.50,328
258.39566,6.50,29
280.44182,6.50,23
324.53412,6.50,21
140.14811,6.67,318
258.39566,6.67,29
280.44182,6.67,23
140.14811,6.84,537
280.44182,6.84,23
116.09776,7.01,21
140.14811,7.01,1394
116.09776,7.17,70
140.14811,7.17,1496
324.53412,7.17,26
116.09776,7.34,143
140.14811,7.34,1102
292.46699,7.34,234
302.48797,7.34,30
324.53412,7.34,64
338.56349,7.34,27
474.84881,7.34,757
116.09776,7.51,176
140.14811,7.51,6444
292.46699,7.51,234
296.47538,7.51,51
302.48797,7.51,172
310.50475,7.51,213
324.53412,7.51,60
338.56349,7.51,27
472.84461,7.51,160
474.84881,7.51,808
116.09776,7.67,78
140.14811,7.67,6042
296.47538,7.67,51
302.48797,7.67,172
310.50475,7.67,213
324.53412,7.67,33
452.80265,7.67,120
472.84461,7.67,160
474.84881,7.67,66
116.09776,7.84,51
140.14811,7.84,3737
280.44182,7.84,25
302.48797,7.84,172
310.50475,7.84,173
324.53412,7.84,64
338.56349,7.84,30
452.80265,7.84,120
472.84461,7.84,160
474.84881,7.84,66
116.09776,8.01,79
140.14811,8.01,705
280.44182,8.01,25
324.53412,8.01,64
116.09776,8.17,25
140.14811,8.17,1059
324.53412,8.17,64
61.98448,8.34,49
116.09776,8.34,102
140.14811,8.34,1167
308.50056,8.34,58
310.50475,8.34,367
61.98448,8.51,49
116.09776,8.51,82
140.14811,8.51,1195
308.50056,8.51,58
310.50475,8.51,367
338.56349,8.51,78
340.56769,8.51,42
116.09776,8.67,243
140.14811,8.67,1720
308.50056,8.67,58
332.55091,8.67,24
338.56349,8.67,78
340.56769,8.67,42
116.09776,8.84,172
140.14811,8.84,2278
310.50475,8.84,21
332.55091,8.84,24
480.86139,8.84,23
116.09776,9.01,189
140.14811,9.01,2700
218.31175,9.01,22
310.50475,9.01,21
332.55091,9.01,24
480.86139,9.01,73
116.09776,9.17,187
140.14811,9.17,2844
218.31175,9.17,68
296.47538,9.17,30
310.50475,9.17,120
480.86139,9.17,73
116.09776,9.34,91
140.14811,9.34,5401
218.31175,9.34,48
280.44182,9.34,27
310.50475,9.34,120
474.84881,9.34,21
116.09776,9.51,128
140.14811,9.51,7668
278.43762,9.51,21
280.44182,9.51,27
310.50475,9.51,120
324.53412,9.51,228
338.56349,9.51,222
474.84881,9.51,21
530.96629,9.51,25
116.09776,9.67,24
140.14811,9.67,2597
278.43762,9.67,21
310.50475,9.67,33
324.53412,9.67,228
338.56349,9.67,222
116.09776,9.84,25
140.14811,9.84,692
116.09776,10.01,80
140.14811,10.01,440
296.47538,10.01,44
310.50475,10.01,83
472.84461,10.01,94
116.09776,10.17,46
140.14811,10.17,544
296.47538,10.17,48
310.50475,10.17,83
472.84461,10.17,94
116.09776,10.34,94
140.14811,10.34,707
324.53412,10.34,48
472.84461,10.34,176
61.98448,10.51,22
116.09776,10.51,208
140.14811,10.51,702
324.53412,10.51,75
472.84461,10.51,82
61.98448,10.67,22
116.09776,10.67,364
140.14811,10.67,797
324.53412,10.67,75
116.09776,10.84,336
140.14811,10.84,1031
324.53412,10.84,80
366.62223,10.84,21
116.09776,11.01,31
140.14811,11.01,855
302.48797,11.01,22
324.53412,11.01,54
366.62223,11.01,21
116.09776,11.17,98
118.10196,11.17,21
140.14811,11.17,673
296.47538,11.17,33
302.48797,11.17,22
324.53412,11.17,52
366.62223,11.17,21
368.62643,11.17,39
116.09776,11.34,99
118.10196,11.34,21
140.14811,11.34,4304
280.44182,11.34,3174
296.47538,11.34,39
302.48797,11.34,35
310.50475,11.34,91
324.53412,11.34,123
338.56349,11.34,106
340.56769,11.34,65
368.62643,11.34,77
472.84461,11.34,1103
116.09776,11.51,84
140.14811,11.51,4000
258.39566,11.51,31
280.44182,11.51,3174
296.47538,11.51,39
302.48797,11.51,35
310.50475,11.51,76
324.53412,11.51,71
338.56349,11.51,106
340.56769,11.51,65
472.84461,11.51,1103
116.09776,11.68,92
140.14811,11.68,2459
258.39566,11.68,31
280.44182,11.68,3174
296.47538,11.68,39
310.50475,11.68,76
452.80265,11.68,32
116.09776,11.84,119
140.14811,11.84,440
324.53412,11.84,882
452.80265,11.84,32
116.09776,12.01,71
140.14811,12.01,459
324.53412,12.01,882
326.53832,12.01,29
366.62223,12.01,21
370.63063,12.01,28
116.09776,12.18,50
140.14811,12.18,555
198.26979,12.18,49
296.47538,12.18,27
310.50475,12.18,241
324.53412,12.18,882
326.53832,12.18,29
366.62223,12.18,151
370.63063,12.18,23
116.09776,12.34,27
140.14811,12.34,522
198.26979,12.34,49
296.47538,12.34,27
310.50475,12.34,241
330.54671,12.34,25
366.62223,12.34,129
478.85720,12.34,29
116.09776,12.51,115
140.14811,12.51,754
206.28657,12.51,28
330.54671,12.51,25
338.56349,12.51,27
366.62223,12.51,30
478.85720,12.51,29
116.09776,12.68,118
140.14811,12.68,884
206.28657,12.68,28
248.37468,12.68,282
338.56349,12.68,27
116.09776,12.84,108
140.14811,12.84,1133
248.37468,12.84,1703988
250.37888,12.84,24111
366.62223,12.84,22
368.62643,12.84,36
452.80265,12.84,36
116.09776,13.01,76
140.14811,13.01,1122
218.31175,13.01,31
248.37468,13.01,6318959
250.37888,13.01,101770
258.39566,13.01,8096
260.39986,13.01,255
296.47538,13.01,242
310.50475,13.01,1900
324.53412,13.01,46
366.62223,13.01,22
368.62643,13.01,51
452.80265,13.01,36
116.09776,13.18,76
140.14811,13.18,2333
218.31175,13.18,64
248.37468,13.18,4884616
250.37888,13.18,78923
258.39566,13.18,9914
260.39986,13.18,281
296.47538,13.18,320
310.50475,13.18,3126
312.50895,13.18,22
324.53412,13.18,345
472.84461,13.18,24
116.09776,13.34,55
140.14811,13.34,3987
218.31175,13.34,64
248.37468,13.34,2218083
250.37888,13.34,35041
258.39566,13.34,5124
260.39986,13.34,110
264.40825,13.34,27
296.47538,13.34,286
310.50475,13.34,5869
312.50895,13.34,38
324.53412,13.34,394
338.56349,13.34,128
366.62223,13.34,100
368.62643,13.34,23
472.84461,13.34,45
116.09776,13.51,61
140.14811,13.51,1901
264.40825,13.51,27
310.50475,13.51,2743
324.53412,13.51,316
338.56349,13.51,128
366.62223,13.51,100
368.62643,13.51,100
472.84461,13.51,21
116.09776,13.68,29
140.14811,13.68,442
296.47538,13.68,25
366.62223,13.68,207
368.62643,13.68,100
370.63063,13.68,28
116.09776,13.84,30
140.14811,13.84,541
296.47538,13.84,82
366.62223,13.84,180
368.62643,13.84,100
370.63063,13.84,28
116.09776,14.01,27
140.14811,14.01,485
296.47538,14.01,82
472.84461,14.01,285
116.09776,14.18,27
140.14811,14.18,412
160.19007,14.18,21
296.47538,14.18,47
472.84461,14.18,285
480.86139,14.18,25
140.14811,14.34,518
480.86139,14.34,25
140.14811,14.51,494
140.14811,14.68,667
156.18168,14.68,22
324.53412,14.68,49
116.09776,14.84,23
140.14811,14.84,767
156.18168,14.84,469
296.47538,14.84,22
324.53412,14.84,64
116.09776,15.01,29
140.14811,15.01,1005
156.18168,15.01,1337
296.47538,15.01,37
324.53412,15.01,31
338.56349,15.01,542
366.62223,15.01,32
116.09776,15.18,29
140.14811,15.18,1369
156.18168,15.18,993
296.47538,15.18,37
310.50475,15.18,21
324.53412,15.18,30
338.56349,15.18,4374
340.56769,15.18,182
366.62223,15.18,23
472.84461,15.18,7546
140.14811,15.34,1312
144.15650,15.34,329
152.17329,15.34,45
154.17748,15.34,107
156.18168,15.34,411
216.30755,15.34,192
296.47538,15.34,37
310.50475,15.34,21
324.53412,15.34,25
338.56349,15.34,6508
340.56769,15.34,599
366.62223,15.34,23
472.84461,15.34,7546
140.14811,15.51,532
144.15650,15.51,9231
150.16909,15.51,25
152.17329,15.51,2527
154.17748,15.51,244
156.18168,15.51,22
160.19007,15.51,22
216.30755,15.51,4677
218.31175,15.51,149
234.34531,15.51,121
258.39566,15.51,28
310.50475,15.51,21
324.53412,15.51,64
338.56349,15.51,4427
340.56769,15.51,403
366.62223,15.51,23
412.71874,15.51,85
452.80265,15.51,49
472.84461,15.51,7546
474.84881,15.51,46
140.14811,15.68,82
144.15650,15.68,13123
150.16909,15.68,28
152.17329,15.68,4615
154.17748,15.68,325
160.19007,15.68,65
168.20685,15.68,193
216.30755,15.68,6325
218.31175,15.68,260
234.34531,15.68,1971
324.53412,15.68,64
398.68937,15.68,73
412.71874,15.68,85
452.80265,15.68,49
474.84881,15.68,46
140.14811,15.84,130
144.15650,15.84,10568
150.16909,15.84,28
152.17329,15.84,5098
154.17748,15.84,423
160.19007,15.84,65
168.20685,15.84,447
216.30755,15.84,4959
218.31175,15.84,210
234.34531,15.84,5307
236.34951,15.84,78
324.53412,15.84,110
398.68937,15.84,73
412.71874,15.84,85
452.80265,15.84,49
140.14811,16.01,148
142.15231,16.01,63
144.15650,16.01,5131
148.16489,16.01,80
152.17329,16.01,3438
154.17748,16.01,242
168.20685,16.01,586
176.22364,16.01,78
178.22783,16.01,22
198.26979,16.01,63
214.30336,16.01,24
216.30755,16.01,2256
218.31175,16.01,82
234.34531,16.01,8010
236.34951,16.01,1014
324.53412,16.01,167
398.68937,16.01,73
140.14811,16.18,135
142.15231,16.18,88
148.16489,16.18,1747
150.16909,16.18,95
152.17329,16.18,231
168.20685,16.18,139
176.22364,16.18,194
178.22783,16.18,47
214.30336,16.18,37
216.30755,16.18,21
234.34531,16.18,3852
236.34951,16.18,1867
272.42503,16.18,295
324.53412,16.18,49
338.56349,16.18,43
340.56769,16.18,21
116.09776,16.35,34
140.14811,16.35,241
142.15231,16.35,52
148.16489,16.35,6685
150.16909,16.35,258
174.21944,16.35,23
176.22364,16.35,194
178.22783,16.35,47
214.30336,16.35,27
216.30755,16.35,175
234.34531,16.35,1012
236.34951,16.35,1879
264.40825,16.35,30
272.42503,16.35,926
280.44182,16.35,128
296.47538,16.35,27
310.50475,16.35,23
338.56349,16.35,136
340.56769,16.35,21
366.62223,16.35,76
368.62643,16.35,26
478.85720,16.35,123
116.09776,16.51,34
140.14811,16.51,200
148.16489,16.51,5779
150.16909,16.51,202
158.18587,16.51,117
162.19427,16.51,43
216.30755,16.51,584
222.32014,16.51,1483
236.34951,16.51,317
264.40825,16.51,52
272.42503,16.51,597
280.44182,16.51,458
296.47538,16.51,27
310.50475,16.51,45
338.56349,16.51,128
340.56769,16.51,21
366.62223,16.51,138
368.62643,16.51,39
478.85720,16.51,123
140.14811,16.68,165
148.16489,16.68,2983
150.16909,16.68,44
158.18587,16.68,197
162.19427,16.68,164
164.19846,16.68,258
192.25720,16.68,309
204.28238,16.68,67
216.30755,16.68,1044
220.31594,16.68,181
222.32014,16.68,4312
224.32433,16.68,3257
248.37468,16.68,1557
264.40825,16.68,27
272.42503,16.68,214
280.44182,16.68,594
310.50475,16.68,45
324.53412,16.68,22
338.56349,16.68,128
340.56769,16.68,21
366.62223,16.68,97
368.62643,16.68,27
96.05580,16.85,78
140.14811,16.85,74
148.16489,16.85,824
158.18587,16.85,248
162.19427,16.85,337
164.19846,16.85,410
174.21944,16.85,24
188.24881,16.85,792
192.25720,16.85,1231
204.28238,16.85,135
206.28657,16.85,60
212.29916,16.85,22
214.30336,16.85,25
216.30755,16.85,1175
218.31175,16.85,46777
220.31594,16.85,107347
222.32014,16.85,4216
224.32433,16.85,27385
226.32853,16.85,598
246.37049,16.85,520
248.37468,16.85,1557
266.41245,16.85,47
280.44182,16.85,866
310.50475,16.85,45
324.53412,16.85,22
340.56769,16.85,21
366.62223,16.85,23
480.86139,16.85,96
96.05580,17.01,63
116.09776,17.01,46
140.14811,17.01,81
158.18587,17.01,27
162.19427,17.01,198
164.19846,17.01,153
170.21105,17.01,27
182.23622,17.01,28
188.24881,17.01,527
192.25720,17.01,1062
206.28657,17.01,60
210.29496,17.01,236
212.29916,17.01,318
216.30755,17.01,468
218.31175,17.01,91168
220.31594,17.01,207979
222.32014,17.01,501
224.32433,17.01,30191
226.32853,17.01,804
244.36629,17.01,286
246.37049,17.01,2571
264.40825,17.01,27
266.41245,17.01,159
278.43762,17.01,190
280.44182,17.01,1147
296.47538,17.01,171
302.48797,17.01,277
324.53412,17.01,236
472.84461,17.01,72
480.86139,17.01,96
116.09776,17.18,25
140.14811,17.18,133
162.19427,17.18,53
164.19846,17.18,48
170.21105,17.18,27
182.23622,17.18,1438
190.25301,17.18,149
192.25720,17.18,593
202.27818,17.18,589
210.29496,17.18,1258
212.29916,17.18,1486
214.30336,17.18,164
216.30755,17.18,176929
218.31175,17.18,387114
220.31594,17.18,245667
222.32014,17.18,501
224.32433,17.18,18816
226.32853,17.18,606
238.35370,17.18,5470
240.35790,17.18,22
242.36210,17.18,36047
244.36629,17.18,65899
246.37049,17.18,2631
264.40825,17.18,229
266.41245,17.18,330
268.41664,17.18,61
276.43342,17.18,69
278.43762,17.18,426
280.44182,17.18,871
296.47538,17.18,243
298.47958,17.18,269
302.48797,17.18,1166
318.52154,17.18,175
322.52993,17.18,1025
324.53412,17.18,315
330.54671,17.18,158
452.80265,17.18,27
472.84461,17.18,76
480.86139,17.18,96
140.14811,17.35,44
182.23622,17.35,4329
184.24042,17.35,48
190.25301,17.35,305
192.25720,17.35,27
202.27818,17.35,580
210.29496,17.35,1163
212.29916,17.35,1495
214.30336,17.35,292
216.30755,17.35,377405
218.31175,17.35,796304
220.31594,17.35,72376
222.32014,17.35,51
224.32433,17.35,125
238.35370,17.35,15527
240.35790,17.35,253
242.36210,17.35,63335
244.36629,17.35,113608
246.37049,17.35,2832
264.40825,17.35,671
266.41245,17.35,860
268.41664,17.35,225
278.43762,17.35,274
296.47538,17.35,22
298.47958,17.35,1474
300.48377,17.35,69
302.48797,17.35,5832
304.49216,17.35,139
318.52154,17.35,383
322.52993,17.35,2701
324.53412,17.35,79
328.54251,17.35,232
330.54671,17.35,850
472.84461,17.35,22
140.14811,17.51,29
182.23622,17.51,7376
184.24042,17.51,114
190.25301,17.51,368
198.26979,17.51,50
202.27818,17.51,109
210.29496,17.51,617
212.29916,17.51,935
214.30336,17.51,548
216.30755,17.51,488404
218.31175,17.51,1034498
220.31594,17.51,17868
232.34112,17.51,202
238.35370,17.51,23929
240.35790,17.51,253
242.36210,17.51,63412
244.36629,17.51,115916
246.37049,17.51,5184
248.37468,17.51,260
264.40825,17.51,977
266.41245,17.51,1296
268.41664,17.51,352
278.43762,17.51,56
298.47958,17.51,3200
300.48377,17.51,272
302.48797,17.51,12733
304.49216,17.51,388
310.50475,17.51,30
318.52154,17.51,498
322.52993,17.51,4080
326.53832,17.51,343
328.54251,17.51,1435
330.54671,17.51,1900
332.55091,17.51,300
368.62643,17.51,40
506.91594,17.51,56
140.14811,17.68,75
182.23622,17.68,7699
184.24042,17.68,158
190.25301,17.68,252
194.26140,17.68,74
198.26979,17.68,928
208.29077,17.68,1010
210.29496,17.68,570
212.29916,17.68,337
214.30336,17.68,316
216.30755,17.68,384727
218.31175,17.68,833215
220.31594,17.68,6826
230.33692,17.68,53
232.34112,17.68,799
234.34531,17.68,141
238.35370,17.68,20581
240.35790,17.68,168
242.36210,17.68,36662
244.36629,17.68,69835
246.37049,17.68,24588
248.37468,17.68,5613
250.37888,17.68,426
264.40825,17.68,801
266.41245,17.68,1087
268.41664,17.68,291
296.47538,17.68,63
298.47958,17.68,4333
300.48377,17.68,400
302.48797,17.68,16672
304.49216,17.68,591
308.50056,17.68,761
310.50475,17.68,1474
312.50895,17.68,631
318.52154,17.68,362
322.52993,17.68,3627
326.53832,17.68,1394
328.54251,17.68,5425
330.54671,17.68,5271
332.55091,17.68,1422
366.62223,17.68,127
368.62643,17.68,40
506.91594,17.68,56
140.14811,17.85,62
158.18587,17.85,30
182.23622,17.85,1518
192.25720,17.85,23
194.26140,17.85,116
198.26979,17.85,1612
200.27398,17.85,21
208.29077,17.85,4026
210.29496,17.85,445
216.30755,17.85,38850
218.31175,17.85,93345
228.33273,17.85,56
230.33692,17.85,48
232.34112,17.85,737
234.34531,17.85,873
238.35370,17.85,2122
242.36210,17.85,21
244.36629,17.85,33196
246.37049,17.85,33559
248.37468,17.85,8249
250.37888,17.85,742
264.40825,17.85,102
266.41245,17.85,111
298.47958,17.85,1485
300.48377,17.85,87
302.48797,17.85,6749
304.49216,17.85,175
308.50056,17.85,1349
310.50475,17.85,2504
312.50895,17.85,1171
322.52993,17.85,536
326.53832,17.85,1191
328.54251,17.85,5049
330.54671,17.85,5066
332.55091,17.85,1282
366.62223,17.85,127
368.62643,17.85,21
480.86139,17.85,47
140.14811,18.01,80
158.18587,18.01,47
168.20685,18.01,23
182.23622,18.01,101
190.25301,18.01,27
192.25720,18.01,52
194.26140,18.01,88
198.26979,18.01,1818
200.27398,18.01,153
206.28657,18.01,808
208.29077,18.01,8555
210.29496,18.01,666
216.30755,18.01,1181
218.31175,18.01,180
226.32853,18.01,77
228.33273,18.01,1771
230.33692,18.01,6672
232.34112,18.01,24874
234.34531,18.01,1423
242.36210,18.01,1537
244.36629,18.01,27066
246.37049,18.01,28149
248.37468,18.01,7407
250.37888,18.01,770
252.38307,18.01,130
254.38727,18.01,42
264.40825,18.01,151
266.41245,18.01,99
268.41664,18.01,23
296.47538,18.01,26
298.47958,18.01,278
302.48797,18.01,1624
308.50056,18.01,1385
310.50475,18.01,2624
312.50895,18.01,1304
326.53832,18.01,617
328.54251,18.01,2849
330.54671,18.01,2948
332.55091,18.01,706
366.62223,18.01,127
368.62643,18.01,144
380.65160,18.01,89
452.80265,18.01,51
480.86139,18.01,47
118.10196,18.18,21
140.14811,18.18,85
168.20685,18.18,472
170.21105,18.18,135
194.26140,18.18,135
198.26979,18.18,585
200.27398,18.18,156
206.28657,18.18,1993
208.29077,18.18,5415
210.29496,18.18,455
216.30755,18.18,19788
218.31175,18.18,99
226.32853,18.18,254
228.33273,18.18,4679
230.33692,18.18,18918
232.34112,18.18,59291
234.34531,18.18,44
242.36210,18.18,5512
244.36629,18.18,15649
246.37049,18.18,3717
248.37468,18.18,1181
250.37888,18.18,151
252.38307,18.18,3628
262.40405,18.18,53
264.40825,18.18,423
266.41245,18.18,753
278.43762,18.18,166
308.50056,18.18,287
310.50475,18.18,553
312.50895,18.18,262
324.53412,18.18,34
328.54251,18.18,21
330.54671,18.18,538
368.62643,18.18,10676
370.63063,18.18,478
376.64321,18.18,814
380.65160,18.18,460
118.10196,18.35,21
140.14811,18.35,81
156.18168,18.35,140
168.20685,18.35,1167
170.21105,18.35,300
194.26140,18.35,171
196.26559,18.35,213
198.26979,18.35,90
200.27398,18.35,52
206.28657,18.35,2911
208.29077,18.35,1881
210.29496,18.35,505
216.30755,18.35,42213
218.31175,18.35,331
226.32853,18.35,431
228.33273,18.35,8139
230.33692,18.35,24787
232.34112,18.35,80489
234.34531,18.35,27
242.36210,18.35,6603
244.36629,18.35,20127
248.37468,18.35,535
250.37888,18.35,81
252.38307,18.35,9527
258.39566,18.35,35
262.40405,18.35,3906
264.40825,18.35,13102
266.41245,18.35,1491
276.43342,18.35,227
278.43762,18.35,7172
324.53412,18.35,34
328.54251,18.35,21
330.54671,18.35,320
346.58028,18.35,178
368.62643,18.35,36992
370.63063,18.35,1836
376.64321,18.35,3162
380.65160,18.35,1251
130.12713,18.51,754
140.14811,18.51,161
152.17329,18.51,23
156.18168,18.51,480
168.20685,18.51,1681
170.21105,18.51,268
184.24042,18.51,21
190.25301,18.51,30
194.26140,18.51,120
196.26559,18.51,2722
200.27398,18.51,75
206.28657,18.51,4057
208.29077,18.51,337
210.29496,18.51,675
212.29916,18.51,25
216.30755,18.51,49983
218.31175,18.51,520
224.32433,18.51,1253
226.32853,18.51,564
228.33273,18.51,9755
230.33692,18.51,17860
232.34112,18.51,60999
234.34531,18.51,74
240.35790,18.51,84
242.36210,18.51,3614
244.36629,18.51,13608
248.37468,18.51,323
250.37888,18.51,618
252.38307,18.51,9641
258.39566,18.51,118
260.39986,18.51,10383
262.40405,18.51,38891
264.40825,18.51,48361
266.41245,18.51,1081
276.43342,18.51,1114
278.43762,18.51,16133
288.45860,18.51,13049
290.46279,18.51,22285
330.54671,18.51,95
346.58028,18.51,606
348.58447,18.51,101
368.62643,18.51,83497
370.63063,18.51,4350
374.63902,18.51,81
376.64321,18.51,7668
380.65160,18.51,3000
382.65580,18.51,122
540.98727,18.51,23
130.12713,18.68,5757
140.14811,18.68,178
152.17329,18.68,23
156.18168,18.68,374
168.20685,18.68,652
184.24042,18.68,22
196.26559,18.68,2846
206.28657,18.68,2877
208.29077,18.68,244
210.29496,18.68,471
214.30336,18.68,24
216.30755,18.68,10506
218.31175,18.68,244
224.32433,18.68,4752
226.32853,18.68,1420
228.33273,18.68,4696
230.33692,18.68,2409
232.34112,18.68,2569
234.34531,18.68,171
240.35790,18.68,153
244.36629,18.68,452
246.37049,18.68,234
250.37888,18.68,731
252.38307,18.68,90
258.39566,18.68,113
260.39986,18.68,77898
262.40405,18.68,138868
264.40825,18.68,37843
266.41245,18.68,21
276.43342,18.68,171
278.43762,18.68,6093
280.44182,18.68,49
286.45440,18.68,1551
288.45860,18.68,30686
290.46279,18.68,43872
346.58028,18.68,463
348.58447,18.68,368
366.62223,18.68,32
368.62643,18.68,63475
370.63063,18.68,3200
376.64321,18.68,6067
380.65160,18.68,2812
382.65580,18.68,95
128.12294,18.85,26
130.12713,18.85,9301
140.14811,18.85,650
148.16489,18.85,28
154.17748,18.85,67
156.18168,18.85,150
168.20685,18.85,135
170.21105,18.85,219
184.24042,18.85,110
196.26559,18.85,1564
206.28657,18.85,1312
208.29077,18.85,90
210.29496,18.85,188
214.30336,18.85,24
216.30755,18.85,76
218.31175,18.85,454
224.32433,18.85,10415
226.32853,18.85,6443
228.33273,18.85,1761
230.33692,18.85,703
232.34112,18.85,77
234.34531,18.85,1096
238.35370,18.85,260
240.35790,18.85,243
242.36210,18.85,204
244.36629,18.85,1425
246.37049,18.85,2282
248.37468,18.85,131
250.37888,18.85,460
254.38727,18.85,236
256.39147,18.85,138
258.39566,18.85,2743
260.39986,18.85,263332
262.40405,18.85,435811
264.40825,18.85,16592
278.43762,18.85,47
280.44182,18.85,225
284.45021,18.85,3459
286.45440,18.85,132377
288.45860,18.85,196252
290.46279,18.85,50012
294.47119,18.85,23
296.47538,18.85,37
310.50475,18.85,162
346.58028,18.85,207
348.58447,18.85,646
350.58867,18.85,290
366.62223,18.85,32
368.62643,18.85,29534
370.63063,18.85,1396
376.64321,18.85,2942
380.65160,18.85,1828
382.65580,18.85,21
931.80544,18.85,22
130.12713,19.01,2572
140.14811,19.01,1854
154.17748,19.01,67
170.21105,19.01,391
184.24042,19.01,52
188.24881,19.01,25
206.28657,19.01,30
210.29496,19.01,281
212.29916,19.01,42
216.30755,19.01,66
218.31175,19.01,255
222.32014,19.01,821
224.32433,19.01,9343
226.32853,19.01,6493
228.33273,19.01,530
230.33692,19.01,204
234.34531,19.01,1142
236.34951,19.01,78
238.35370,19.01,687
240.35790,19.01,321
242.36210,19.01,91
244.36629,19.01,753
246.37049,19.01,2899
248.37468,19.01,191
252.38307,19.01,24
254.38727,19.01,1271
256.39147,19.01,552
258.39566,19.01,2254
260.39986,19.01,228965
262.40405,19.01,385920
264.40825,19.01,1838
266.41245,19.01,50
280.44182,19.01,207
284.45021,19.01,8648
286.45440,19.01,233019
288.45860,19.01,335649
290.46279,19.01,13790
294.47119,19.01,23
296.47538,19.01,57
302.48797,19.01,25
310.50475,19.01,185
324.53412,19.01,21
348.58447,19.01,384
350.58867,19.01,424
380.65160,19.01,177
398.68937,19.01,24
430.75650,19.01,302
116.09776,19.18,87
130.12713,19.18,63
140.14811,19.18,2545
170.21105,19.18,307
208.29077,19.18,97
210.29496,19.18,383
212.29916,19.18,42
222.32014,19.18,19876
224.32433,19.18,7695
226.32853,19.18,4305
228.33273,19.18,298
230.33692,19.18,111
234.34531,19.18,662
236.34951,19.18,286
238.35370,19.18,1062
240.35790,19.18,297
244.36629,19.18,49
246.37049,19.18,2264
248.37468,19.18,261
252.38307,19.18,159
254.38727,19.18,2665
256.39147,19.18,1238
