Data file,W:\Sampler Research\Paired Analysis\Demultiplexed\Tune Mix Folder 2\87 2046 - Mitra.d.DeMP.d
Frame range,168,785
Frame time range,3.037,14.058,minutes
Drift units,Drift Time (ms)
Mass units,Mass-To-Charge (m/z)
Mass,Drift,Abundance
450.79846,27.52,95
452.80265,27.52,2576
454.80685,27.52,1530
456.81104,27.52,2203
458.81524,27.52,320
464.82783,27.52,305
466.83202,27.52,65
468.83622,27.52,546
470.84041,27.52,254
472.84461,27.52,151
476.85300,27.52,105
478.85720,27.52,578
486.87398,27.52,777
488.87818,27.52,390
498.89915,27.52,2535
514.93272,27.52,107
528.96209,27.52,71
530.96629,27.52,218
534.97468,27.52,109
536.97887,27.52,61
542.99146,27.52,17264
544.99566,27.52,4646
546.99985,27.52,112
555.01664,27.52,1307
557.02083,27.52,360
697.31454,27.52,23
713.34810,27.52,21
715.35230,27.52,62
717.35649,27.52,24
721.36489,27.52,21
731.38586,27.52,665
781.49076,27.52,1732
845.62502,27.52,3351
59.98028,27.69,170
116.09776,27.69,996
140.14811,27.69,10050
254.38727,27.69,175
258.39566,27.69,204
264.40825,27.69,30
278.43762,27.69,1101
280.44182,27.69,1053
282.44601,27.69,78
292.46699,27.69,32
296.47538,27.69,43
324.53412,27.69,547
326.53832,27.69,81
330.54671,27.69,288
338.56349,27.69,854
340.56769,27.69,26
366.62223,27.69,220
368.62643,27.69,196
372.63482,27.69,94
374.63902,27.69,77
380.65160,27.69,49
384.66000,27.69,775
386.66419,27.69,615
388.66839,27.69,167
390.67258,27.69,481
392.67678,27.69,59
394.68097,27.69,962
396.68517,27.69,20663
398.68937,27.69,3850
400.69356,27.69,189
402.69776,27.69,4542
404.70195,27.69,2200
406.70615,27.69,237
408.71035,27.69,139
410.71454,27.69,560
412.71874,27.69,5352
414.72293,27.69,918
416.72713,27.69,1029
418.73132,27.69,568
420.73552,27.69,96270
422.73972,27.69,21502
424.74391,27.69,926
426.74811,27.69,195
428.75230,27.69,612
430.75650,27.69,2099
432.76069,27.69,1474
434.76489,27.69,10664
436.76909,27.69,37491
438.77328,27.69,7286
440.77748,27.69,3351
442.78167,27.69,1056
444.78587,27.69,308
446.79006,27.69,4205
448.79426,27.69,1821
450.79846,27.69,226
452.80265,27.69,12516
454.80685,27.69,2691
456.81104,27.69,3914
458.81524,27.69,707
460.81944,27.69,27
464.82783,27.69,145
466.83202,27.69,69
468.83622,27.69,925
470.84041,27.69,113
472.84461,27.69,162
476.85300,27.69,122
478.85720,27.69,644
480.86139,27.69,49
482.86559,27.69,29
486.87398,27.69,259
488.87818,27.69,150
490.88237,27.69,27
492.88657,27.69,31
494.89076,27.69,43
496.89496,27.69,137
498.89915,27.69,3760
500.90335,27.69,84
514.93272,27.69,399
530.96629,27.69,44
534.97468,27.69,174
536.97887,27.69,61
542.99146,27.69,10916
544.99566,27.69,2732
546.99985,27.69,29
555.01664,27.69,1232
557.02083,27.69,331
701.32293,27.69,21
713.34810,27.69,21
715.35230,27.69,24
717.35649,27.69,22
721.36489,27.69,21
731.38586,27.69,318
781.49076,27.69,1996
845.62502,27.69,3755
59.98028,27.85,189
116.09776,27.85,844
140.14811,27.85,10939
206.28657,27.85,31
254.38727,27.85,187
258.39566,27.85,146
264.40825,27.85,84
276.43342,27.85,28
278.43762,27.85,1101
280.44182,27.85,1474
282.44601,27.85,78
292.46699,27.85,32
296.47538,27.85,45
324.53412,27.85,263
326.53832,27.85,56
330.54671,27.85,206
338.56349,27.85,829
340.56769,27.85,61
366.62223,27.85,215
368.62643,27.85,347
372.63482,27.85,54
374.63902,27.85,114
382.65580,27.85,343
384.66000,27.85,865
386.66419,27.85,313
388.66839,27.85,114
390.67258,27.85,357
392.67678,27.85,175
394.68097,27.85,708
396.68517,27.85,16459
398.68937,27.85,3027
400.69356,27.85,78
402.69776,27.85,4546
404.70195,27.85,2583
406.70615,27.85,323
408.71035,27.85,731
410.71454,27.85,2570
412.71874,27.85,13456
414.72293,27.85,2327
416.72713,27.85,870
418.73132,27.85,896
420.73552,27.85,71526
422.73972,27.85,15989
424.74391,27.85,638
426.74811,27.85,1167
428.75230,27.85,229
430.75650,27.85,1303
432.76069,27.85,619
434.76489,27.85,6362
436.76909,27.85,41415
438.77328,27.85,7965
440.77748,27.85,1884
442.78167,27.85,732
444.78587,27.85,305
446.79006,27.85,4310
448.79426,27.85,3343
450.79846,27.85,884
452.80265,27.85,76077
454.80685,27.85,3571
456.81104,27.85,4977
458.81524,27.85,1203
460.81944,27.85,310
464.82783,27.85,381
466.83202,27.85,256
468.83622,27.85,1282
470.84041,27.85,60
472.84461,27.85,107
474.84881,27.85,43
476.85300,27.85,431
478.85720,27.85,464
480.86139,27.85,927
482.86559,27.85,23
486.87398,27.85,24
490.88237,27.85,265
492.88657,27.85,66
494.89076,27.85,118
496.89496,27.85,417
498.89915,27.85,4225
500.90335,27.85,100
508.92013,27.85,45
514.93272,27.85,792
530.96629,27.85,261
532.97048,27.85,85
534.97468,27.85,136
538.98307,27.85,87
542.99146,27.85,6081
544.99566,27.85,1285
555.01664,27.85,856
557.02083,27.85,201
563.03342,27.85,32
587.08377,27.85,25
615.14251,27.85,126
623.15929,27.85,21
669.25580,27.85,21
717.35649,27.85,22
731.38586,27.85,89
733.39006,27.85,21
781.49076,27.85,1909
845.62502,27.85,2887
59.98028,28.02,56
116.09776,28.02,531
140.14811,28.02,10128
206.28657,28.02,48
254.38727,28.02,148
258.39566,28.02,143
264.40825,28.02,144
276.43342,28.02,28
278.43762,28.02,138
280.44182,28.02,427
282.44601,28.02,21
292.46699,28.02,27
296.47538,28.02,53
310.50475,28.02,146
324.53412,28.02,297
326.53832,28.02,40
330.54671,28.02,80
338.56349,28.02,660
340.56769,28.02,51
366.62223,28.02,277
368.62643,28.02,275
374.63902,28.02,31
382.65580,28.02,473
384.66000,28.02,478
386.66419,28.02,51
390.67258,28.02,390
392.67678,28.02,191
394.68097,28.02,166
396.68517,28.02,4300
398.68937,28.02,602
400.69356,28.02,264
402.69776,28.02,3712
404.70195,28.02,1705
406.70615,28.02,358
408.71035,28.02,829
410.71454,28.02,3241
412.71874,28.02,12933
414.72293,28.02,2272
416.72713,28.02,231
418.73132,28.02,809
420.73552,28.02,16268
422.73972,28.02,3406
424.74391,28.02,656
426.74811,28.02,1631
428.75230,28.02,226
430.75650,28.02,627
432.76069,28.02,346
434.76489,28.02,3033
436.76909,28.02,21795
438.77328,28.02,3931
440.77748,28.02,117
442.78167,28.02,54
444.78587,28.02,144
446.79006,28.02,2175
448.79426,28.02,3299
450.79846,28.02,1116
452.80265,28.02,117734
454.80685,28.02,3356
456.81104,28.02,3219
458.81524,28.02,893
460.81944,28.02,816
462.82363,28.02,78
464.82783,28.02,340
466.83202,28.02,306
468.83622,28.02,976
470.84041,28.02,29
472.84461,28.02,147
474.84881,28.02,42
476.85300,28.02,2235
478.85720,28.02,444
480.86139,28.02,1618
482.86559,28.02,170
490.88237,28.02,129
492.88657,28.02,84
494.89076,28.02,313
496.89496,28.02,424
498.89915,28.02,2217
508.92013,28.02,69
514.93272,28.02,602
528.96209,28.02,46
530.96629,28.02,582
532.97048,28.02,168
538.98307,28.02,86
542.99146,28.02,1778
544.99566,28.02,165
555.01664,28.02,234
559.02503,28.02,85
563.03342,28.02,21
587.08377,28.02,168
615.14251,28.02,75
751.42782,28.02,24
781.49076,28.02,1540
845.62502,28.02,600
59.98028,28.19,69
116.09776,28.19,639
140.14811,28.19,8653
206.28657,28.19,30
244.36629,28.19,24
254.38727,28.19,215
258.39566,28.19,167
264.40825,28.19,136
278.43762,28.19,127
280.44182,28.19,258
282.44601,28.19,21
292.46699,28.19,27
296.47538,28.19,73
310.50475,28.19,221
324.53412,28.19,316
326.53832,28.19,34
330.54671,28.19,73
338.56349,28.19,481
366.62223,28.19,327
368.62643,28.19,207
374.63902,28.19,548
382.65580,28.19,500
384.66000,28.19,210
386.66419,28.19,23
390.67258,28.19,651
392.67678,28.19,172
394.68097,28.19,54
396.68517,28.19,1300
398.68937,28.19,302
400.69356,28.19,872
402.69776,28.19,2959
404.70195,28.19,1110
406.70615,28.19,304
408.71035,28.19,703
410.71454,28.19,3202
412.71874,28.19,9135
414.72293,28.19,1614
416.72713,28.19,254
418.73132,28.19,583
420.73552,28.19,4118
422.73972,28.19,2427
424.74391,28.19,7037
426.74811,28.19,1642
428.75230,28.19,289
430.75650,28.19,727
432.76069,28.19,213
434.76489,28.19,2340
436.76909,28.19,9723
438.77328,28.19,1716
444.78587,28.19,955
446.79006,28.19,1318
448.79426,28.19,2547
450.79846,28.19,1179
452.80265,28.19,140289
454.80685,28.19,4177
456.81104,28.19,2512
458.81524,28.19,579
460.81944,28.19,1739
462.82363,28.19,774
464.82783,28.19,185
466.83202,28.19,242
468.83622,28.19,568
470.84041,28.19,72
472.84461,28.19,136
474.84881,28.19,580
476.85300,28.19,12191
478.85720,28.19,4981
480.86139,28.19,1831
482.86559,28.19,867
484.86978,28.19,252
486.87398,28.19,24
492.88657,28.19,467
494.89076,28.19,1287
496.89496,28.19,308
498.89915,28.19,916
506.91594,28.19,274
514.93272,28.19,350
528.96209,28.19,199
530.96629,28.19,1493
532.97048,28.19,620
534.97468,28.19,82
538.98307,28.19,73
540.98727,28.19,21
542.99146,28.19,944
544.99566,28.19,73
553.01244,28.19,107
555.01664,28.19,102
559.02503,28.19,250
561.02922,28.19,22
569.04601,28.19,88
587.08377,28.19,404
597.10475,28.19,146
599.10894,28.19,214
639.19286,28.19,75
781.49076,28.19,1503
831.59565,28.19,180
845.62502,28.19,121
895.72992,28.19,968
116.09776,28.35,465
140.14811,28.35,5947
242.36210,28.35,64
244.36629,28.35,30
254.38727,28.35,133
258.39566,28.35,143
264.40825,28.35,28
278.43762,28.35,358
280.44182,28.35,386
282.44601,28.35,34
284.45021,28.35,23
296.47538,28.35,808
302.48797,28.35,612
310.50475,28.35,100
324.53412,28.35,94
326.53832,28.35,30
330.54671,28.35,188
338.56349,28.35,211
366.62223,28.35,254
368.62643,28.35,105
374.63902,28.35,2584
376.64321,28.35,26
382.65580,28.35,140
384.66000,28.35,49
390.67258,28.35,552
392.67678,28.35,60
398.68937,28.35,276
400.69356,28.35,955
402.69776,28.35,2079
404.70195,28.35,362
406.70615,28.35,39
408.71035,28.35,573
410.71454,28.35,3093
412.71874,28.35,1814
414.72293,28.35,3445
416.72713,28.35,771
418.73132,28.35,333
420.73552,28.35,1327
422.73972,28.35,3363
424.74391,28.35,12148
426.74811,28.35,2649
428.75230,28.35,171
430.75650,28.35,602
432.76069,28.35,120
434.76489,28.35,560
436.76909,28.35,427
438.77328,28.35,115
444.78587,28.35,1706
446.79006,28.35,579
448.79426,28.35,1024
450.79846,28.35,682
452.80265,28.35,92379
454.80685,28.35,2560
456.81104,28.35,1173
458.81524,28.35,150
460.81944,28.35,1522
462.82363,28.35,1141
464.82783,28.35,538
466.83202,28.35,115
468.83622,28.35,745
470.84041,28.35,135
472.84461,28.35,347
474.84881,28.35,1102
476.85300,28.35,16437
478.85720,28.35,18124
480.86139,28.35,1268
482.86559,28.35,1313
484.86978,28.35,666
486.87398,28.35,245
492.88657,28.35,577
494.89076,28.35,1543
496.89496,28.35,83
502.90755,28.35,25
506.91594,28.35,395
510.92433,28.35,106
512.92853,28.35,287
528.96209,28.35,103
530.96629,28.35,1860
532.97048,28.35,777
534.97468,28.35,148
542.99146,28.35,182
553.01244,28.35,124
559.02503,28.35,186
569.04601,28.35,131
587.08377,28.35,436
589.08796,28.35,67
597.10475,28.35,461
599.10894,28.35,855
601.11314,28.35,190
639.19286,28.35,91
781.49076,28.35,1612
831.59565,28.35,425
877.69216,28.35,21
895.72992,28.35,2226
61.98448,28.52,23
116.09776,28.52,202
140.14811,28.52,8297
206.28657,28.52,30
242.36210,28.52,64
254.38727,28.52,395
258.39566,28.52,118
264.40825,28.52,28
278.43762,28.52,513
280.44182,28.52,410
282.44601,28.52,103
290.46279,28.52,90
296.47538,28.52,808
302.48797,28.52,612
310.50475,28.52,188
324.53412,28.52,21
330.54671,28.52,168
338.56349,28.52,173
366.62223,28.52,214
368.62643,28.52,122
374.63902,28.52,6801
376.64321,28.52,26
388.66839,28.52,95
390.67258,28.52,324
392.67678,28.52,26
396.68517,28.52,21
398.68937,28.52,185
400.69356,28.52,920
402.69776,28.52,1726
404.70195,28.52,151
408.71035,28.52,517
410.71454,28.52,2857
412.71874,28.52,606
414.72293,28.52,5867
416.72713,28.52,1389
418.73132,28.52,280
420.73552,28.52,1706
422.73972,28.52,4011
424.74391,28.52,15859
426.74811,28.52,3589
428.75230,28.52,130
430.75650,28.52,496
432.76069,28.52,100
434.76489,28.52,219
436.76909,28.52,382
438.77328,28.52,58
444.78587,28.52,2599
446.79006,28.52,674
448.79426,28.52,1207
450.79846,28.52,339
452.80265,28.52,49563
454.80685,28.52,1176
456.81104,28.52,482
460.81944,28.52,1046
462.82363,28.52,1231
464.82783,28.52,1950
466.83202,28.52,661
468.83622,28.52,1231
470.84041,28.52,174
472.84461,28.52,406
474.84881,28.52,1944
476.85300,28.52,16479
478.85720,28.52,40769
480.86139,28.52,1245
482.86559,28.52,1298
484.86978,28.52,2311
486.87398,28.52,507
492.88657,28.52,379
494.89076,28.52,1409
496.89496,28.52,100
500.90335,28.52,331
502.90755,28.52,67
504.91174,28.52,199
506.91594,28.52,369
510.92433,28.52,602
512.92853,28.52,856
522.94950,28.52,24
528.96209,28.52,52
530.96629,28.52,2024
532.97048,28.52,788
534.97468,28.52,154
542.99146,28.52,38
553.01244,28.52,53
559.02503,28.52,78
569.04601,28.52,43
587.08377,28.52,397
589.08796,28.52,67
597.10475,28.52,988
599.10894,28.52,1786
601.11314,28.52,375
639.19286,28.52,75
781.49076,28.52,1623
831.59565,28.52,659
877.69216,28.52,21
895.72992,28.52,3348
61.98448,28.69,82
116.09776,28.69,208
140.14811,28.69,9122
206.28657,28.69,77
218.31175,28.69,119
242.36210,28.69,64
254.38727,28.69,424
258.39566,28.69,105
264.40825,28.69,121
278.43762,28.69,514
280.44182,28.69,698
282.44601,28.69,103
290.46279,28.69,90
294.47119,28.69,63
296.47538,28.69,808
302.48797,28.69,612
310.50475,28.69,125
330.54671,28.69,152
338.56349,28.69,173
366.62223,28.69,309
368.62643,28.69,154
374.63902,28.69,17947
376.64321,28.69,192
388.66839,28.69,124
390.67258,28.69,160
394.68097,28.69,28
396.68517,28.69,51
398.68937,28.69,67
400.69356,28.69,731
402.69776,28.69,1100
404.70195,28.69,102
408.71035,28.69,361
410.71454,28.69,2232
412.71874,28.69,359
414.72293,28.69,7420
416.72713,28.69,1756
418.73132,28.69,240
420.73552,28.69,2063
422.73972,28.69,3990
424.74391,28.69,16489
426.74811,28.69,3825
428.75230,28.69,141
430.75650,28.69,985
432.76069,28.69,191
434.76489,28.69,416
436.76909,28.69,779
438.77328,28.69,807
440.77748,28.69,349
442.78167,28.69,41
444.78587,28.69,3825
446.79006,28.69,1574
448.79426,28.69,1109
450.79846,28.69,268
452.80265,28.69,19246
454.80685,28.69,393
456.81104,28.69,85
460.81944,28.69,407
462.82363,28.69,955
464.82783,28.69,10466
466.83202,28.69,2901
468.83622,28.69,1282
470.84041,28.69,157
472.84461,28.69,386
474.84881,28.69,2882
476.85300,28.69,12480
478.85720,28.69,80601
480.86139,28.69,8973
482.86559,28.69,999
484.86978,28.69,8553
486.87398,28.69,1714
488.87818,28.69,137
490.88237,28.69,242
492.88657,28.69,243
494.89076,28.69,1019
496.89496,28.69,1267
498.89915,28.69,81
500.90335,28.69,8882
502.90755,28.69,565
504.91174,28.69,540
506.91594,28.69,200
510.92433,28.69,4790
512.92853,28.69,2855
516.93692,28.69,170
522.94950,28.69,66
524.95370,28.69,25
528.96209,28.69,138
530.96629,28.69,1924
532.97048,28.69,762
534.97468,28.69,105
540.98727,28.69,21
544.99566,28.69,104
546.99985,28.69,62
553.01244,28.69,27
569.04601,28.69,143
577.06279,28.69,67
583.07538,28.69,21
587.08377,28.69,272
597.10475,28.69,1836
599.10894,28.69,2816
601.11314,28.69,609
639.19286,28.69,55
749.42363,28.69,24
781.49076,28.69,1388
831.59565,28.69,871
851.63761,28.69,23
889.71733,28.69,51
895.72992,28.69,3665
61.98448,28.85,25
116.09776,28.85,242
140.14811,28.85,3256
206.28657,28.85,61
218.31175,28.85,119
254.38727,28.85,618
258.39566,28.85,23
264.40825,28.85,102
278.43762,28.85,289
280.44182,28.85,306
282.44601,28.85,52
294.47119,28.85,63
296.47538,28.85,159
310.50475,28.85,97
366.62223,28.85,361
368.62643,28.85,206
374.63902,28.85,19115
376.64321,28.85,275
388.66839,28.85,51
390.67258,28.85,61
396.68517,28.85,74
400.69356,28.85,766
402.69776,28.85,679
408.71035,28.85,155
410.71454,28.85,681
412.71874,28.85,131
414.72293,28.85,5166
416.72713,28.85,1054
418.73132,28.85,284
420.73552,28.85,2004
422.73972,28.85,2793
424.74391,28.85,10142
426.74811,28.85,2201
428.75230,28.85,341
430.75650,28.85,1168
432.76069,28.85,263
434.76489,28.85,495
436.76909,28.85,1078
438.77328,28.85,1414
440.77748,28.85,728
442.78167,28.85,106
444.78587,28.85,4229
446.79006,28.85,2353
448.79426,28.85,843
450.79846,28.85,22
452.80265,28.85,721
454.80685,28.85,136
456.81104,28.85,85
460.81944,28.85,21
462.82363,28.85,503
464.82783,28.85,15502
466.83202,28.85,3384
468.83622,28.85,713
470.84041,28.85,74
472.84461,28.85,258
474.84881,28.85,2499
476.85300,28.85,3155
478.85720,28.85,79392
480.86139,28.85,28959
482.86559,28.85,619
484.86978,28.85,10381
486.87398,28.85,1996
488.87818,28.85,974
490.88237,28.85,707
492.88657,28.85,279
494.89076,28.85,273
496.89496,28.85,2247
498.89915,28.85,185
500.90335,28.85,20739
502.90755,28.85,1097
504.91174,28.85,564
506.91594,28.85,52
510.92433,28.85,7087
512.92853,28.85,3432
514.93272,28.85,82
516.93692,28.85,424
522.94950,28.85,28
524.95370,28.85,105
528.96209,28.85,175
530.96629,28.85,969
532.97048,28.85,448
534.97468,28.85,596
540.98727,28.85,198
544.99566,28.85,71
546.99985,28.85,259
551.00824,28.85,21
569.04601,28.85,166
575.05859,28.85,189
577.06279,28.85,94
583.07538,28.85,63
587.08377,28.85,118
597.10475,28.85,1536
599.10894,28.85,2224
601.11314,28.85,491
781.49076,28.85,456
831.59565,28.85,870
895.72992,28.85,1601
61.98448,29.02,47
116.09776,29.02,284
140.14811,29.02,3717
198.26979,29.02,24
206.28657,29.02,27
218.31175,29.02,96
254.38727,29.02,526
258.39566,29.02,23
264.40825,29.02,46
278.43762,29.02,233
280.44182,29.02,477
292.46699,29.02,24
296.47538,29.02,190
310.50475,29.02,92
324.53412,29.02,26
366.62223,29.02,429
368.62643,29.02,298
374.63902,29.02,15729
376.64321,29.02,197
388.66839,29.02,25
390.67258,29.02,94
396.68517,29.02,69
400.69356,29.02,837
402.69776,29.02,598
408.71035,29.02,60
410.71454,29.02,239
412.71874,29.02,147
414.72293,29.02,2889
416.72713,29.02,1111
418.73132,29.02,185
420.73552,29.02,1707
422.73972,29.02,2097
424.74391,29.02,6179
426.74811,29.02,1255
428.75230,29.02,1037
430.75650,29.02,1277
432.76069,29.02,286
434.76489,29.02,503
436.76909,29.02,1294
438.77328,29.02,1875
440.77748,29.02,1053
442.78167,29.02,277
444.78587,29.02,4621
446.79006,29.02,3570
448.79426,29.02,1585
450.79846,29.02,85
452.80265,29.02,775
454.80685,29.02,176
456.81104,29.02,107
460.81944,29.02,28
462.82363,29.02,446
464.82783,29.02,17367
466.83202,29.02,2983
468.83622,29.02,354
470.84041,29.02,83
472.84461,29.02,1982
474.84881,29.02,1858
476.85300,29.02,1976
478.85720,29.02,62682
480.86139,29.02,72680
482.86559,29.02,1895
484.86978,29.02,9493
486.87398,29.02,1706
488.87818,29.02,2733
490.88237,29.02,1938
492.88657,29.02,320
494.89076,29.02,225
496.89496,29.02,3139
498.89915,29.02,438
500.90335,29.02,34396
502.90755,29.02,1413
504.91174,29.02,432
506.91594,29.02,225
510.92433,29.02,7796
512.92853,29.02,2973
514.93272,29.02,82
516.93692,29.02,793
518.94111,29.02,86
522.94950,29.02,87
524.95370,29.02,75
526.95790,29.02,37
528.96209,29.02,147
530.96629,29.02,817
532.97048,29.02,416
534.97468,29.02,1410
536.97887,29.02,23
538.98307,29.02,53
540.98727,29.02,447
544.99566,29.02,46
546.99985,29.02,545
551.00824,29.02,151
569.04601,29.02,148
573.05440,29.02,32
575.05859,29.02,559
577.06279,29.02,344
583.07538,29.02,101
597.10475,29.02,890
599.10894,29.02,1302
601.11314,29.02,309
613.13831,29.02,141
625.16349,29.02,21
781.49076,29.02,135
831.59565,29.02,816
895.72992,29.02,631
945.83481,29.02,91
61.98448,29.19,47
116.09776,29.19,215
140.14811,29.19,3535
198.26979,29.19,24
206.28657,29.19,85
218.31175,29.19,61
254.38727,29.19,370
264.40825,29.19,31
278.43762,29.19,162
280.44182,29.19,528
292.46699,29.19,24
296.47538,29.19,367
302.48797,29.19,29
310.50475,29.19,115
312.50895,29.19,23
324.53412,29.19,94
338.56349,29.19,52
366.62223,29.19,517
368.62643,29.19,262
374.63902,29.19,10015
376.64321,29.19,80
390.67258,29.19,63
396.68517,29.19,99
400.69356,29.19,827
402.69776,29.19,1168
404.70195,29.19,45
408.71035,29.19,155
410.71454,29.19,22
412.71874,29.19,106
414.72293,29.19,1115
416.72713,29.19,2592
418.73132,29.19,110
420.73552,29.19,1194
422.73972,29.19,1756
424.74391,29.19,3125
426.74811,29.19,606
428.75230,29.19,2831
430.75650,29.19,1155
432.76069,29.19,223
434.76489,29.19,554
436.76909,29.19,1574
438.77328,29.19,2454
440.77748,29.19,1255
442.78167,29.19,621
444.78587,29.19,6594
446.79006,29.19,6648
448.79426,29.19,3970
450.79846,29.19,612
452.80265,29.19,869
454.80685,29.19,229
456.81104,29.19,90
458.81524,29.19,96
460.81944,29.19,86
462.82363,29.19,890
464.82783,29.19,14838
466.83202,29.19,1814
468.83622,29.19,353
470.84041,29.19,116
472.84461,29.19,14360
474.84881,29.19,3536
476.85300,29.19,1034
478.85720,29.19,40953
480.86139,29.19,194861
482.86559,29.19,6576
484.86978,29.19,6592
486.87398,29.19,1061
488.87818,29.19,7053
490.88237,29.19,10906
492.88657,29.19,411
494.89076,29.19,394
496.89496,29.19,3143
498.89915,29.19,750
500.90335,29.19,42457
502.90755,29.19,2372
504.91174,29.19,8005
506.91594,29.19,982
508.92013,29.19,161
510.92433,29.19,6366
512.92853,29.19,1801
514.93272,29.19,110
516.93692,29.19,989
518.94111,29.19,321
520.94531,29.19,172
522.94950,29.19,605
524.95370,29.19,480
526.95790,29.19,165
528.96209,29.19,296
530.96629,29.19,2776
532.97048,29.19,518
534.97468,29.19,2393
536.97887,29.19,41
538.98307,29.19,57
540.98727,29.19,664
542.99146,29.19,54
546.99985,29.19,720
551.00824,29.19,430
553.01244,29.19,49
557.02083,29.19,133
561.02922,29.19,50
569.04601,29.19,54
573.05440,29.19,88
575.05859,29.19,1553
577.06279,29.19,935
579.06699,29.19,183
583.07538,29.19,103
585.07957,29.19,26
597.10475,29.19,327
599.10894,29.19,544
601.11314,29.19,100
611.13412,29.19,107
613.13831,29.19,334
617.14671,29.19,129
625.16349,29.19,1722
627.16768,29.19,231
781.49076,29.19,23
831.59565,29.19,771
881.70055,29.19,27
895.72992,29.19,124
945.83481,29.19,1619
116.09776,29.35,44
140.14811,29.35,3059
206.28657,29.35,71
254.38727,29.35,26
264.40825,29.35,31
278.43762,29.35,124
280.44182,29.35,393
282.44601,29.35,27
296.47538,29.35,366
302.48797,29.35,29
310.50475,29.35,92
312.50895,29.35,33
324.53412,29.35,94
338.56349,29.35,52
366.62223,29.35,267
368.62643,29.35,56
374.63902,29.35,1667
400.69356,29.35,341
402.69776,29.35,1306
404.70195,29.35,45
408.71035,29.35,319
416.72713,29.35,3200
418.73132,29.35,267
420.73552,29.35,438
422.73972,29.35,960
424.74391,29.35,547
426.74811,29.35,66
428.75230,29.35,3021
430.75650,29.35,748
432.76069,29.35,206
434.76489,29.35,586
436.76909,29.35,1496
438.77328,29.35,2004
440.77748,29.35,588
442.78167,29.35,813
444.78587,29.35,8342
446.79006,29.35,8247
448.79426,29.35,5487
450.79846,29.35,923
452.80265,29.35,790
454.80685,29.35,120
456.81104,29.35,117
458.81524,29.35,224
460.81944,29.35,29
462.82363,29.35,1178
464.82783,29.35,4704
466.83202,29.35,244
468.83622,29.35,303
470.84041,29.35,25
472.84461,29.35,23456
474.84881,29.35,5896
476.85300,29.35,307
478.85720,29.35,13491
480.86139,29.35,216952
482.86559,29.35,7637
484.86978,29.35,980
486.87398,29.35,230
488.87818,29.35,7213
490.88237,29.35,21007
492.88657,29.35,1005
494.89076,29.35,909
496.89496,29.35,1990
498.89915,29.35,580
500.90335,29.35,29014
502.90755,29.35,2251
504.91174,29.35,20089
506.91594,29.35,1834
508.92013,29.35,237
510.92433,29.35,1593
512.92853,29.35,163
514.93272,29.35,428
516.93692,29.35,660
518.94111,29.35,789
520.94531,29.35,425
522.94950,29.35,824
524.95370,29.35,1653
526.95790,29.35,1009
528.96209,29.35,682
530.96629,29.35,3368
532.97048,29.35,176
534.97468,29.35,2088
538.98307,29.35,72
540.98727,29.35,513
542.99146,29.35,66
544.99566,29.35,69
546.99985,29.35,505
551.00824,29.35,347
553.01244,29.35,57
557.02083,29.35,286
559.02503,29.35,58
573.05440,29.35,58
575.05859,29.35,1641
577.06279,29.35,1066
579.06699,29.35,281
603.11733,29.35,25
611.13412,29.35,87
613.13831,29.35,274
617.14671,29.35,213
619.15090,29.35,30
625.16349,29.35,3590
627.16768,29.35,570
631.17608,29.35,50
831.59565,29.35,796
881.70055,29.35,84
945.83481,29.35,2856
61.98448,29.52,27
116.09776,29.52,51
140.14811,29.52,2733
206.28657,29.52,26
254.38727,29.52,117
278.43762,29.52,339
280.44182,29.52,216
282.44601,29.52,65
294.47119,29.52,22
296.47538,29.52,335
302.48797,29.52,29
310.50475,29.52,599
312.50895,29.52,154
324.53412,29.52,106
338.56349,29.52,136
366.62223,29.52,78
368.62643,29.52,27
374.63902,29.52,336
400.69356,29.52,79
402.69776,29.52,1097
404.70195,29.52,23
408.71035,29.52,702
410.71454,29.52,36
416.72713,29.52,4710
418.73132,29.52,1016
420.73552,29.52,215
422.73972,29.52,508
424.74391,29.52,216
426.74811,29.52,21
428.75230,29.52,2483
430.75650,29.52,704
432.76069,29.52,221
434.76489,29.52,613
436.76909,29.52,1051
438.77328,29.52,1253
440.77748,29.52,259
442.78167,29.52,959
444.78587,29.52,12251
446.79006,29.52,10995
448.79426,29.52,8015
450.79846,29.52,1962
452.80265,29.52,652
454.80685,29.52,43
456.81104,29.52,266
458.81524,29.52,404
460.81944,29.52,139
462.82363,29.52,2204
464.82783,29.52,4799
466.83202,29.52,966
468.83622,29.52,459
472.84461,29.52,29763
474.84881,29.52,7863
476.85300,29.52,462
478.85720,29.52,9446
480.86139,29.52,189278
482.86559,29.52,6658
484.86978,29.52,154
486.87398,29.52,103
488.87818,29.52,5639
490.88237,29.52,38251
492.88657,29.52,2050
494.89076,29.52,1754
496.89496,29.52,1422
498.89915,29.52,316
500.90335,29.52,16067
502.90755,29.52,1699
504.91174,29.52,49137
506.91594,29.52,12891
508.92013,29.52,590
510.92433,29.52,420
512.92853,29.52,109
514.93272,29.52,1551
516.93692,29.52,534
518.94111,29.52,3091
520.94531,29.52,989
522.94950,29.52,809
524.95370,29.52,5911
526.95790,29.52,7433
528.96209,29.52,1318
530.96629,29.52,3098
532.97048,29.52,100
534.97468,29.52,1427
538.98307,29.52,94
540.98727,29.52,280
542.99146,29.52,67
544.99566,29.52,387
